## 1.1.1
## assembly	: /data/ross/mealybugs/analyses/B_viburni_andres/1_pacbio_assembly/1_redbean/polished/pseudococcus_viburni.redbean.cns3.srp1.fa
## coverage	 bam0 - /data/ross/mealybugs/analyses/B_viburni_andres/1_pacbio_assembly/1_redbean/blobtools/p.viburni.decon.to.cns3.srp1.sorted.bam
## taxonomy	 tax0 - /data/ross/mealybugs/analyses/B_viburni_andres/1_pacbio_assembly/1_redbean/blobtools/p.viburni.decon.blast.out
## taxonomy	 tax1 - /data/ross/mealybugs/analyses/B_viburni_andres/1_pacbio_assembly/1_redbean/blobtools/p.viburni.decon.diamond.taxified.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6%s	phylum.s.7%s	phylum.c.8
ctg1284	16787	0.3108	0	6.6604	no-hit	0.0	0
ctg1278	17163	0.3247	0	6.1313	no-hit	0.0	0
ctg1271	14472	0.33	0	10.4526	no-hit	0.0	0
ctg1262	18306	0.3294	0	20.8381	Arthropoda	278.1	0
ctg1216	17138	0.3331	0	21.8745	no-hit	0.0	0
ctg1280	15442	0.3405	0	17.8883	no-hit	0.0	0
ctg1266	629	0.3021	0	83.6493	no-hit	0.0	0
ctg1272	19343	0.3854	0	15.3007	Arthropoda	369.4	0
ctg1158	4201	0.9886	0	0.0	no-hit	0.0	0
ctg1267	18610	0.3569	0	13.0761	Nematoda	130.6	0
ctg1297	16232	0.3321	0	3.6466	no-hit	0.0	0
ctg1295	15519	0.3204	0	6.357	Arthropoda	144.1	0
ctg1300	17389	0.3766	0	11.3467	no-hit	0.0	0
ctg1299	17307	0.3385	0	6.8403	Arthropoda	286.6	0
ctg1306	15450	0.3157	0	7.2368	no-hit	0.0	0
ctg1286	15394	0.3438	0	15.8079	no-hit	0.0	0
ctg1305	18082	0.3136	0	0.0	no-hit	0.0	0
ctg1214	14532	0.3408	0	4.5258	no-hit	0.0	0
ctg1302	16211	0.3152	0	5.2742	Arthropoda	1422.0	0
ctg1304	16716	0.3522	0	8.2625	Arthropoda	320.9	0
ctg1303	36754	0.3536	0	4.1157	no-hit	0.0	0
ctg1309	16935	0.3242	0	2.3302	no-hit	0.0	0
ctg1312	17602	0.3117	0	2.9892	no-hit	0.0	0
ctg1301	17497	0.3345	0	9.0213	no-hit	0.0	0
ctg1311	17818	0.3383	0	9.2279	no-hit	0.0	0
ctg1289	10459	0.3709	0	10.6901	no-hit	0.0	0
ctg1319	15468	0.3375	0	3.8268	no-hit	0.0	0
ctg1199	10007	0.3112	0	201.7705	no-hit	0.0	0
ctg1298	18101	0.3518	0	13.0805	no-hit	0.0	0
ctg1111	11607	0.461	0	274.8178	no-hit	0.0	0
ctg1288	16482	0.3043	0	1690.7202	no-hit	0.0	0
ctg1224	2072	0.3398	0	60.3097	no-hit	0.0	0
ctg1314	17109	0.3275	0	6.9194	Arthropoda	175.6	0
ctg1170	944	0.3782	0	222.9468	no-hit	0.0	0
ctg1253	5200	0.3129	0	99.9187	no-hit	0.0	0
ctg1320	19867	0.3143	0	7.6141	no-hit	0.0	0
ctg1293	14566	0.32	0	23.0278	Arthropoda	147.5	0
ctg1330	16778	0.3223	0	3.528	no-hit	0.0	0
ctg1313	17486	0.3558	0	9.7793	no-hit	0.0	0
ctg1329	15788	0.3327	0	9.5813	no-hit	0.0	0
ctg1326	16974	0.33	0	7.3619	Arthropoda	414.5	0
ctg1324	15555	0.3258	0	10.1476	no-hit	0.0	0
ctg1322	16339	0.3425	0	13.686	Arthropoda	298.5	0
ctg1307	16654	0.3221	0	17.3763	no-hit	0.0	0
ctg1338	17149	0.3419	0	8.4374	no-hit	0.0	0
ctg1337	15278	0.3171	0	5.5963	no-hit	0.0	0
ctg1257	3339	0.357	0	8387.1115	no-hit	0.0	0
ctg1346	15846	0.3251	0	3.7355	no-hit	0.0	0
ctg1316	16362	0.3191	0	16.4805	no-hit	0.0	0
ctg1328	36485	0.3341	0	20.5501	Arthropoda	330.5	0
ctg1341	17621	0.3583	0	9.3311	no-hit	0.0	0
ctg1347	15892	0.3198	0	3.3108	no-hit	0.0	0
ctg1335	16874	0.3324	0	0.0	no-hit	0.0	0
ctg1332	16184	0.3196	0	10.566	Arthropoda	134.0	0
ctg1334	18094	0.312	0	1.8174	no-hit	0.0	0
ctg1327	18002	0.3622	0	32.5156	no-hit	0.0	0
ctg1350	15280	0.3241	0	3.013	no-hit	0.0	0
ctg1246	4413	0.0075	0	13.4132	no-hit	0.0	0
ctg1282	16609	0.3379	0	21.7792	no-hit	0.0	0
ctg1343	16190	0.3571	0	6.0935	no-hit	0.0	0
ctg1294	14443	0.3449	0	12.295	no-hit	0.0	0
ctg1342	14984	0.3324	0	7.4618	no-hit	0.0	0
ctg1355	17944	0.3192	0	1.8326	no-hit	0.0	0
ctg1349	16143	0.3765	0	6.1113	Arthropoda	804.3	0
ctg1308	1995	0.2922	0	9.8901	no-hit	0.0	0
ctg1356	17203	0.329	0	17.2041	no-hit	0.0	0
ctg1364	17070	0.3254	0	6.1647	no-hit	0.0	0
ctg1310	17792	0.3081	0	22.9187	no-hit	0.0	0
ctg1351	16475	0.3485	0	5.9881	no-hit	0.0	0
ctg1245	4940	0.3109	0	6.6568	no-hit	0.0	0
ctg1331	16423	0.3756	0	17.6207	Arthropoda	179.9	0
ctg1366	16316	0.3391	0	3.6279	no-hit	0.0	0
ctg1333	17369	0.3232	0	24.6128	Chordata	303.5	1
ctg1360	13406	0.3307	0	3.9248	Arthropoda	175.3	0
ctg1372	15766	0.3127	0	5.0059	no-hit	0.0	0
ctg1352	15922	0.3388	0	4.1307	no-hit	0.0	0
ctg1387	14446	0.3304	0	5.9186	Arthropoda	761.5	0
ctg1318	16358	0.3165	0	10.0515	no-hit	0.0	0
ctg1325	27022	0.3079	0	2.1905	no-hit	0.0	0
ctg1375	14643	0.3094	0	2.6949	no-hit	0.0	0
ctg1159	2670	0.9959	0	32.0225	no-hit	0.0	0
ctg1376	15025	0.343	0	7.4415	no-hit	0.0	0
ctg1206	6227	0.2987	0	95.0576	no-hit	0.0	0
ctg1339	15212	0.3965	0	45.3969	Nematoda	384.0	0
ctg1373	14554	0.3309	0	5.8747	no-hit	0.0	0
ctg1379	15682	0.3211	0	0.0	no-hit	0.0	0
ctg1374	16198	0.3868	0	145.766	Ascomycota	152.1	0
ctg1378	16430	0.2977	0	2.4018	no-hit	0.0	0
ctg1263	1616	0.8465	0	0.0	no-hit	0.0	0
ctg1382	15212	0.3577	0	9.5117	no-hit	0.0	0
ctg1391	13090	0.3331	0	6.5317	no-hit	0.0	0
ctg1323	12602	0.3368	0	12.5255	no-hit	0.0	0
ctg1388	16550	0.3288	0	6.3584	no-hit	0.0	0
ctg1389	15509	0.3356	0	2.1204	no-hit	0.0	0
ctg1290	10276	0.3097	0	996.5238	no-hit	0.0	0
ctg1395	13177	0.3418	0	9.9824	Arthropoda	393.3	0
ctg1377	16583	0.3431	0	11.105	no-hit	0.0	0
ctg1396	14485	0.3321	0	7.7189	no-hit	0.0	0
ctg1363	16066	0.3229	0	8.5968	Arthropoda	152.0	0
ctg1403	24086	0.3258	0	3.5498	no-hit	0.0	0
ctg1384	16341	0.3229	0	16.5017	Arthropoda	250.4	0
ctg1270	5749	0.3187	0	156.7297	no-hit	0.0	0
ctg1392	15837	0.3408	0	14.9504	no-hit	0.0	0
ctg1235	8943	0.3349	0	58.0988	Arthropoda	677.9	0
ctg1398	15553	0.3511	0	12.2633	no-hit	0.0	0
ctg1401	15267	0.32	0	6.0311	no-hit	0.0	0
ctg1390	15030	0.336	0	24.5049	no-hit	0.0	0
ctg1348	4467	0.3792	0	147.2337	no-hit	0.0	0
ctg1393	15057	0.34	0	11.7937	no-hit	0.0	0
ctg1406	16260	0.3288	0	22.2467	no-hit	0.0	0
ctg1416	15013	0.3332	0	6.5712	no-hit	0.0	0
ctg1292	2194	0.2375	0	8.9931	no-hit	0.0	0
ctg1345	14625	0.3386	0	0.4497	no-hit	0.0	0
ctg1407	16325	0.3413	0	10.0719	no-hit	0.0	0
ctg1400	15784	0.3454	0	17.084	no-hit	0.0	0
ctg1420	14625	0.3541	0	3.5976	no-hit	0.0	0
ctg1419	16364	0.3297	0	13.2632	no-hit	0.0	0
ctg1421	15179	0.3197	0	5.1995	no-hit	0.0	0
ctg1433	15646	0.335	0	6.7257	no-hit	0.0	0
ctg1413	15950	0.3445	0	8.6593	no-hit	0.0	0
ctg1424	14844	0.331	0	12.849	no-hit	0.0	0
ctg1386	16226	0.3604	0	27.968	no-hit	0.0	0
ctg1427	14023	0.3347	0	6.0971	no-hit	0.0	0
ctg1353	16424	0.3412	0	22.0245	Arthropoda	137.5	0
ctg1435	15078	0.3457	0	7.8515	no-hit	0.0	0
ctg1438	15807	0.3109	0	2.4965	no-hit	0.0	0
ctg1367	12899	0.3168	0	229.4456	no-hit	0.0	0
ctg1362	16993	0.3313	0	17.0297	no-hit	0.0	0
ctg1411	16120	0.3475	0	26.5199	Nematoda	706.4	0
ctg1417	15349	0.3263	0	14.9972	Bacteroidetes	154.5	0
ctg1402	16010	0.3565	0	16.0213	no-hit	0.0	0
ctg1453	12772	0.3075	0	0.5149	no-hit	0.0	0
ctg1447	12214	0.3297	0	2.1539	no-hit	0.0	0
ctg1371	15873	0.3294	0	22.3747	no-hit	0.0	0
ctg1429	20919	0.3423	0	13.2048	no-hit	0.0	0
ctg1436	14168	0.3348	0	8.3558	no-hit	0.0	0
ctg1446	15935	0.3116	0	0.4127	no-hit	0.0	0
ctg1442	15154	0.3376	0	6.5101	Arthropoda	471.9	0
ctg1443	15690	0.3108	0	0.4192	no-hit	0.0	0
ctg1440	15688	0.3654	0	9.6424	Arthropoda	535.4	0
ctg1425	16052	0.3205	0	9.4237	Mollusca	397.5	0
ctg1450	14894	0.3276	0	9.2732	Arthropoda	149.1	0
ctg1358	28267	0.3218	0	0.2327	no-hit	0.0	0
ctg1444	15459	0.3323	0	8.0834	no-hit	0.0	0
ctg1437	14489	0.3361	0	8.1707	no-hit	0.0	0
ctg1428	15234	0.3451	0	17.7008	no-hit	0.0	0
ctg1454	27930	0.3256	0	3.5322	no-hit	0.0	0
ctg1459	14627	0.3385	0	5.3957	no-hit	0.0	0
ctg1445	868	0.2776	0	68.194	no-hit	0.0	0
ctg1458	14519	0.3383	0	4.5299	Proteobacteria	512.3	0
ctg1472	13559	0.3279	0	3.8805	Arthropoda	341.3	0
ctg1456	15807	0.3384	0	4.5768	Arthropoda	584.0	0
ctg1336	2005	0.0055	0	0.0	no-hit	0.0	0
ctg1460	14741	0.3285	0	8.031	no-hit	0.0	0
ctg1441	14731	0.3339	0	86.6149	no-hit	0.0	0
ctg1463	14833	0.3149	0	2.6604	no-hit	0.0	0
ctg1439	15592	0.3077	0	10.9672	no-hit	0.0	0
ctg1461	14011	0.3288	0	16.8988	no-hit	0.0	0
ctg1470	13521	0.3392	0	11.1877	no-hit	0.0	0
ctg1432	14727	0.3289	0	17.417	no-hit	0.0	0
ctg1467	13162	0.3415	0	13.9913	no-hit	0.0	0
ctg1473	14259	0.3367	0	5.0737	no-hit	0.0	0
ctg1455	15766	0.3563	0	14.6006	no-hit	0.0	0
ctg1481	14863	0.3178	0	6.6376	no-hit	0.0	0
ctg1471	33521	0.3282	0	0.1962	no-hit	0.0	0
ctg1462	13042	0.3257	0	17.6501	no-hit	0.0	0
ctg1368	2355	0.0004	0	0.0	no-hit	0.0	0
ctg1476	14553	0.341	0	6.7789	no-hit	0.0	0
ctg1484	14959	0.3339	0	5.7156	Arthropoda	603.6	0
ctg1486	12355	0.3184	0	2.1293	no-hit	0.0	0
ctg1489	14451	0.3289	0	5.4614	no-hit	0.0	0
ctg1354	3822	0.0029	0	0.0	no-hit	0.0	0
ctg1452	15919	0.3441	0	9.9156	no-hit	0.0	0
ctg1474	15212	0.3982	0	7.7823	Arthropoda	198.4	0
ctg1344	4085	0.4536	0	109.4813	no-hit	0.0	0
ctg1497	14585	0.3399	0	0.4509	no-hit	0.0	0
ctg1485	14671	0.326	0	11.6557	no-hit	0.0	0
ctg1479	12336	0.3354	0	10.1298	no-hit	0.0	0
ctg1451	14122	0.3266	0	9.3144	no-hit	0.0	0
ctg1475	14094	0.3599	0	16.7993	no-hit	0.0	0
ctg1490	13344	0.3408	0	11.3361	no-hit	0.0	0
ctg1499	14601	0.3316	0	5.4053	no-hit	0.0	0
ctg1482	13831	0.3329	0	9.9859	no-hit	0.0	0
ctg1041	4831	0.001	0	0.0	no-hit	0.0	0
ctg1502	13437	0.3426	0	5.8736	no-hit	0.0	0
ctg1501	14528	0.3289	0	9.9596	no-hit	0.0	0
ctg1514	14954	0.3352	0	3.0787	no-hit	0.0	0
ctg1495	14521	0.3201	0	5.4351	no-hit	0.0	0
ctg1500	13227	0.3465	0	4.4751	no-hit	0.0	0
ctg1503	14783	0.3592	0	5.7837	no-hit	0.0	0
ctg1383	13807	0.3149	0	1174.1965	no-hit	0.0	0
ctg1509	14208	0.3294	0	12.4984	Arthropoda	185.7	0
ctg1381	19680	0.4043	0	1510.8891	Arthropoda	256.9	0
ctg1423	14727	0.3178	0	21.8829	no-hit	0.0	0
ctg1465	14527	0.3261	0	9.9602	no-hit	0.0	0
ctg1507	12343	0.3455	0	5.8613	no-hit	0.0	0
ctg1521	14041	0.3582	0	11.7102	no-hit	0.0	0
ctg1397	1253	0.3559	0	26.2447	no-hit	0.0	0
ctg1520	11651	0.3308	0	2.258	no-hit	0.0	0
ctg1522	13624	0.3363	0	7.7239	Chordata	248.8	0
ctg1477	14254	0.4515	0	14.3037	Cnidaria	546.9000000000001	0
ctg1466	615	0.3496	0	32.0826	no-hit	0.0	0
ctg1494	12662	0.3154	0	8.3108	no-hit	0.0	0
ctg1528	13630	0.324	0	9.1681	no-hit	0.0	0
ctg1510	14080	0.34	0	13.5462	no-hit	0.0	0
ctg1529	13853	0.3822	0	7.1215	Arthropoda	228.0	0
ctg1493	14597	0.3418	0	21.6272	no-hit	0.0	0
ctg1469	517	0.2824	0	12.7213	no-hit	0.0	0
ctg1525	12342	0.3529	0	9.0591	no-hit	0.0	0
ctg1219	14662	0.355	0	307.2703	Arthropoda	993.1	0
ctg1505	14213	0.3349	0	11.5685	no-hit	0.0	0
ctg1523	13158	0.3754	0	49.9843	no-hit	0.0	0
ctg1540	13487	0.3522	0	7.8024	no-hit	0.0	0
ctg1508	13572	0.3052	0	15.9916	Arthropoda	1800.0	0
ctg1449	934	0.0653	0	0.0	no-hit	0.0	0
ctg1542	13813	0.3358	0	6.1898	Arthropoda	515.8	0
ctg1553	13845	0.333	0	3.8003	no-hit	0.0	0
ctg1515	13468	0.3447	0	13.6734	no-hit	0.0	0
ctg1412	3892	0.3828	0	3717.6888	no-hit	0.0	0
ctg1538	14026	0.3349	0	6.5647	no-hit	0.0	0
ctg1532	14050	0.3742	0	12.1708	no-hit	0.0	0
ctg1557	14837	0.3342	0	6.6492	no-hit	0.0	0
ctg1558	13424	0.3606	0	2.4497	Arthropoda	204.9	0
ctg1512	14253	0.3298	0	10.6132	no-hit	0.0	0
ctg1537	13725	0.3024	0	19.6469	no-hit	0.0	0
ctg1565	12920	0.3327	0	6.6177	no-hit	0.0	0
ctg1394	6172	0.3176	0	2308.1058	no-hit	0.0	0
ctg1555	13454	0.3497	0	26.3977	no-hit	0.0	0
ctg1527	13352	0.3075	0	10.3442	no-hit	0.0	0
ctg1543	11808	0.3162	0	21.7226	Arthropoda	327.4	0
ctg1483	12777	0.3459	0	681.011	no-hit	0.0	0
ctg1544	14482	0.3361	0	34.0609	no-hit	0.0	0
ctg1545	14313	0.344	0	33.544	Arthropoda	139.4	0
ctg1562	13257	0.3327	0	4.9611	no-hit	0.0	0
ctg1566	12681	0.326	0	7.7797	no-hit	0.0	0
ctg1365	2056	0.0516	0	201.5304	no-hit	0.0	0
ctg1561	13280	0.3463	0	13.867	no-hit	0.0	0
ctg1554	13137	0.3318	0	8.0103	no-hit	0.0	0
ctg1547	24491	0.3498	0	34.6423	Arthropoda	374.8	0
ctg1571	21330	0.3246	0	2.1584	Arthropoda	129.8	0
ctg1492	26794	0.3372	0	21.1098	no-hit	0.0	0
ctg1578	13282	0.3207	0	5.4469	no-hit	0.0	0
ctg1579	13700	0.3253	0	10.5615	no-hit	0.0	0
ctg1576	13198	0.3193	0	5.4816	Arthropoda	362.1	0
ctg1581	10979	0.3175	0	25.1599	Arthropoda	162.5	0
ctg1551	12552	0.3255	0	9.4315	no-hit	0.0	0
ctg1590	13228	0.2904	0	0.4972	no-hit	0.0	0
ctg1496	2258	0.4619	0	4887.5498	no-hit	0.0	0
ctg1464	1971	0.2998	0	507.201	no-hit	0.0	0
ctg1582	13283	0.3254	0	6.9319	no-hit	0.0	0
ctg1568	13016	0.3492	0	18.1906	no-hit	0.0	0
ctg1592	11616	0.3447	0	2.2648	no-hit	0.0	0
ctg1574	13055	0.3314	0	11.0833	no-hit	0.0	0
ctg1575	14164	0.3488	0	10.6798	Arthropoda	319.29999999999995	0
ctg1597	13025	0.3136	0	0.5049	no-hit	0.0	0
ctg1572	21775	0.3168	0	1.2082	no-hit	0.0	0
ctg1591	13032	0.3358	0	9.5888	no-hit	0.0	0
ctg1567	12732	0.3432	0	26.3449	no-hit	0.0	0
ctg1588	13602	0.3463	0	8.22	Arthropoda	1980.0	1
ctg1593	12811	0.3159	0	6.674	Arthropoda	131.7	0
ctg1539	12522	0.3447	0	27.312	no-hit	0.0	0
ctg1573	12578	0.3702	0	11.5036	no-hit	0.0	0
ctg1536	13152	0.3478	0	25.0035	no-hit	0.0	0
ctg1589	13208	0.3535	0	28.3832	no-hit	0.0	0
ctg1606	12412	0.3261	0	5.8287	no-hit	0.0	0
ctg1610	12808	0.3573	0	23.6211	Arthropoda	516.5	0
ctg1612	13093	0.3318	0	6.0279	no-hit	0.0	0
ctg1533	1953	0.0082	0	0.0	no-hit	0.0	0
ctg1564	12056	0.338	0	40.3693	Arthropoda	308.1	0
ctg1491	6870	0.1541	0	2.872	no-hit	0.0	0
ctg1596	13087	0.3196	0	10.0511	no-hit	0.0	0
ctg1616	11738	0.3014	0	5.0428	no-hit	0.0	0
ctg1600	12941	0.3244	0	11.1809	no-hit	0.0	0
ctg1607	13277	0.3344	0	23.7774	Nematoda	179.1	0
ctg1584	13433	0.3472	0	19.5844	no-hit	0.0	0
ctg1585	13702	0.3633	0	17.2799	no-hit	0.0	0
ctg1621	12706	0.3102	0	5.6939	no-hit	0.0	0
ctg1623	10901	0.3285	0	7.8433	no-hit	0.0	0
ctg1627	12705	0.3423	0	4.659	no-hit	0.0	0
ctg1594	12912	0.3807	0	208.8399	Nematoda	542.7	0
ctg1633	12747	0.2909	0	4.6436	no-hit	0.0	0
ctg1609	11600	0.314	0	9.0716	no-hit	0.0	0
ctg1530	1460	0.2877	0	9.0095	no-hit	0.0	0
ctg1636	11415	0.3188	0	8.6425	Arthropoda	950.0	0
ctg1622	28286	0.3348	0	5.1153	no-hit	0.0	0
ctg1635	11955	0.3238	0	3.851	no-hit	0.0	0
ctg1619	2195	0.0009	0	0.0	no-hit	0.0	0
ctg1276	4423	0.3457	0	86.2451	no-hit	0.0	0
ctg1605	13272	0.3471	0	33.6973	Arthropoda	802.3	0
ctg1369	1682	0.0868	0	742.935	no-hit	0.0	0
ctg1638	12902	0.3181	0	3.5683	no-hit	0.0	0
ctg1647	10094	0.3191	0	1.9547	no-hit	0.0	0
ctg1628	11776	0.3512	0	7.819	no-hit	0.0	0
ctg1615	13409	0.3267	0	21.5814	Arthropoda	343.5	0
ctg1645	12289	0.3968	0	469.3602	Proteobacteria	31979.9	0
ctg1598	11792	0.386	0	19.5211	no-hit	0.0	0
ctg1648	12729	0.351	0	4.6502	no-hit	0.0	0
ctg1641	12130	0.3464	0	0.5422	no-hit	0.0	0
ctg1649	12788	0.3249	0	5.143	Arthropoda	164.9	0
ctg1651	8226	0.3505	0	7.1958	no-hit	0.0	0
ctg1560	8647	0.4083	0	1267.9243	Cnidaria	332.4	0
ctg1640	12284	0.3321	0	9.1019	no-hit	0.0	0
ctg1506	7048	0.3036	0	121.3111	no-hit	0.0	0
ctg1655	12128	0.3324	0	8.6767	no-hit	0.0	0
ctg1656	12907	0.327	0	6.1148	Nematoda	596.5999999999999	0
ctg1657	11604	0.3605	0	3.4007	no-hit	0.0	0
ctg1625	21171	0.3383	0	14.9116	no-hit	0.0	0
ctg1650	12747	0.3245	0	18.0586	no-hit	0.0	0
ctg1670	11060	0.3127	0	0.5947	no-hit	0.0	0
ctg1642	12961	0.3376	0	22.8348	no-hit	0.0	0
ctg1658	9341	0.3195	0	7.745	no-hit	0.0	0
ctg1630	9407	0.3288	0	11.1864	no-hit	0.0	0
ctg1665	12452	0.3284	0	6.8664	no-hit	0.0	0
ctg1639	12191	0.3403	0	17.2637	no-hit	0.0	0
ctg1643	11613	0.3524	0	11.8932	no-hit	0.0	0
ctg1677	11001	0.3196	0	4.7828	no-hit	0.0	0
ctg1629	12134	0.3296	0	22.765	Arthropoda	186.0	0
ctg1682	12513	0.3465	0	6.3073	no-hit	0.0	0
ctg1614	13416	0.3535	0	26.9627	Nematoda	728.6999999999999	0
ctg1673	11943	0.3302	0	8.2604	no-hit	0.0	0
ctg1671	11907	0.36	0	9.9424	no-hit	0.0	0
ctg1667	12593	0.3596	0	8.8786	Arthropoda	627.5	0
ctg1662	12404	0.3478	0	13.7859	no-hit	0.0	0
ctg1690	12208	0.3575	0	6.4649	no-hit	0.0	0
ctg1680	12358	0.36	0	1.0644	no-hit	0.0	0
ctg1675	6986	0.3474	0	10.3559	no-hit	0.0	0
ctg1661	11745	0.3476	0	22.3991	no-hit	0.0	0
ctg1478	5930	0.4019	0	3.3273	no-hit	0.0	0
ctg1660	11304	0.3565	0	15.1274	no-hit	0.0	0
ctg1699	10028	0.3186	0	3.2793	no-hit	0.0	0
ctg1666	12243	0.3917	0	24.174	Arthropoda	255.0	0
ctg1686	11231	0.3304	0	12.8833	no-hit	0.0	0
ctg1672	12606	0.3944	0	62.6076	no-hit	0.0	0
ctg1669	1353	0.3392	0	0.0	no-hit	0.0	0
ctg1653	12978	0.3181	0	28.8862	Arthropoda	135.0	0
ctg1707	11300	0.3465	0	5.2383	no-hit	0.0	0
ctg1685	12037	0.3906	0	8.1959	no-hit	0.0	0
ctg1688	7385	0.3177	0	7.1246	no-hit	0.0	0
ctg1321	2646	0.4172	0	17384.3705	no-hit	0.0	0
ctg1696	11520	0.3262	0	7.4219	no-hit	0.0	0
ctg1715	11441	0.3374	0	4.5988	Arthropoda	185.3	0
ctg1487	9671	0.3789	0	1712.4091	no-hit	0.0	0
ctg1694	9163	0.3037	0	0.7178	no-hit	0.0	0
ctg1692	11498	0.3202	0	10.8681	no-hit	0.0	0
ctg1705	10865	0.3405	0	7.264	no-hit	0.0	0
ctg1703	11924	0.3111	0	3.861	no-hit	0.0	0
ctg1702	11792	0.3329	0	15.0591	no-hit	0.0	0
ctg1728	10380	0.3654	0	5.7025	no-hit	0.0	0
ctg1681	13043	0.3274	0	11.5977	no-hit	0.0	0
ctg1717	11065	0.3555	0	7.7271	Arthropoda	138.3	0
ctg1720	11741	0.3387	0	17.3652	Arthropoda	147.9	0
ctg1691	11731	0.3684	0	16.8194	Arthropoda	560.4	0
ctg1726	8566	0.3561	0	5.3746	no-hit	0.0	0
ctg1710	12480	0.3229	0	13.7019	no-hit	0.0	0
ctg1697	11576	0.3236	0	9.6586	no-hit	0.0	0
ctg1518	3630	0.3193	0	163.0644	no-hit	0.0	0
ctg1730	12198	0.3193	0	0.5392	no-hit	0.0	0
ctg1729	11749	0.3599	0	3.9185	no-hit	0.0	0
ctg1611	4417	0.0009	0	0.0	no-hit	0.0	0
ctg1713	10634	0.3256	0	15.462	no-hit	0.0	0
ctg1727	11540	0.3378	0	3.9895	no-hit	0.0	0
ctg1613	3415	0.2755	0	130.9608	no-hit	0.0	0
ctg1732	7846	0.3325	0	9.2208	Arthropoda	160.6	0
ctg1721	11591	0.3249	0	6.809	no-hit	0.0	0
ctg1754	9124	0.3514	0	6.4875	Arthropoda	464.2	0
ctg1676	310	0.2903	0	42.4318	no-hit	0.0	0
ctg1725	10769	0.3304	0	8.5502	no-hit	0.0	0
ctg1718	11548	0.3204	0	15.3773	no-hit	0.0	0
ctg1737	17703	0.351	0	18.2042	Arthropoda	721.0	0
ctg1687	11979	0.3446	0	32.9423	no-hit	0.0	0
ctg1526	2268	0.5494	0	2528.696	no-hit	0.0	0
ctg1724	11175	0.3313	0	6.4739	no-hit	0.0	0
ctg1513	7698	0.0083	0	0.0	no-hit	0.0	0
ctg1700	11784	0.3523	0	37.3943	no-hit	0.0	0
ctg1723	11738	0.3271	0	8.965	no-hit	0.0	0
ctg1714	11113	0.3146	0	21.3056	no-hit	0.0	0
ctg1749	10751	0.3503	0	6.1175	no-hit	0.0	0
ctg1716	24393	0.3353	0	7.2798	no-hit	0.0	0
ctg1762	10909	0.3418	0	0.6029	no-hit	0.0	0
ctg1735	10624	0.3282	0	12.3813	no-hit	0.0	0
ctg1750	11637	0.3495	0	11.8687	Arthropoda	584.3	0
ctg1767	10971	0.351	0	8.9922	no-hit	0.0	0
ctg1738	11008	0.5349	0	246.1569	Arthropoda	15854.3	0
ctg1775	8899	0.3298	0	0.7391	no-hit	0.0	0
ctg1763	10755	0.34	0	5.5037	no-hit	0.0	0
ctg1770	9924	0.3366	0	3.3136	no-hit	0.0	0
ctg1766	11246	0.3841	0	10.5268	Arthropoda	331.6	0
ctg1734	11311	0.3422	0	12.7922	no-hit	0.0	0
ctg1769	12195	0.326	0	6.4718	no-hit	0.0	0
ctg1765	10015	0.3218	0	12.4774	no-hit	0.0	0
ctg1779	9676	0.3279	0	0.6797	no-hit	0.0	0
ctg1743	818	0.9499	0	964.8307	no-hit	0.0	0
ctg1740	15049	0.3172	0	12.674	no-hit	0.0	0
ctg1784	8476	0.3016	0	5.4316	no-hit	0.0	0
ctg1771	11683	0.3633	0	5.6295	no-hit	0.0	0
ctg1786	9755	0.3074	0	0.6742	no-hit	0.0	0
ctg1759	10212	0.3137	0	8.3725	no-hit	0.0	0
ctg1603	4282	0.2978	0	70.6536	no-hit	0.0	0
ctg1772	10591	0.3157	0	9.3149	Proteobacteria	324.3	0
ctg1788	11183	0.3379	0	5.8812	no-hit	0.0	0
ctg1781	10888	0.3563	0	11.477	Arthropoda	167.5	0
ctg1768	9648	0.3274	0	19.0873	no-hit	0.0	0
ctg1580	7710	0.3197	0	262.736	no-hit	0.0	0
ctg1708	2945	0.0088	0	0.0	no-hit	0.0	0
ctg1783	10656	0.328	0	6.7892	no-hit	0.0	0
ctg1797	9623	0.3399	0	12.9857	no-hit	0.0	0
ctg1789	8517	0.332	0	3.0888	no-hit	0.0	0
ctg1559	1980	0.9646	0	6.6434	no-hit	0.0	0
ctg1800	10810	0.3483	0	4.2589	no-hit	0.0	0
ctg1782	11304	0.3133	0	7.5637	no-hit	0.0	0
ctg1803	11344	0.3233	0	6.9573	no-hit	0.0	0
ctg1787	5432	0.3004	0	13.3185	no-hit	0.0	0
ctg1785	10317	0.3547	0	11.4747	Arthropoda	194.5	0
ctg1652	6584	0.3121	0	334.6402	no-hit	0.0	0
ctg1802	10744	0.2917	0	3.6729	no-hit	0.0	0
ctg1795	10225	0.3147	0	15.4373	no-hit	0.0	0
ctg1814	11139	0.3373	0	5.9044	no-hit	0.0	0
ctg1796	10867	0.3354	0	6.0522	Arthropoda	414.1	0
ctg1806	10464	0.3426	0	5.0282	no-hit	0.0	0
ctg1758	28280	0.3325	0	82.793	Arthropoda	140.2	0
ctg1818	9043	0.3322	0	8.7275	no-hit	0.0	0
