"","gene","logFC","AveExpr","t","P.Value","adj.P.Val","seq","gene_len","blast","diamond","interpro","anno","length","b.status.final","cov.04v13","b.status","b.status.asn","b.status.kmer"
"2720","g10203",1.30682906901299,6.8116483216675,2.96768157167139,0.0033008981628736,0.0227531395793078,"scaffold_72",1826,"BTBD9_HUMAN","A0A2J7QLR2","BTB/POZ domain,F5/8 type C domain,BTB And C-terminal Kelch","Y",1284286,"A",0.153484757,"A","A","A"
"2721","g7541",-1.38980491540128,4.40363342819568,-2.96638928945317,0.00331107610316114,0.022814908437401,"scaffold_16",1792,"SCRT_DROME","A0A482XJ20","ABC-2 type transporter,ABC transporter","Y",2210925,"A",0.024375116,"A","A","A"
"2722","g21422",-3.42628539209452,-2.62490159403207,-2.96678446449788,0.00331478547151842,0.0228320767103228,"scaffold_110",464,"CATA2_CAEEL","A0A2J7RG87","Catalase","Y",1065314,"A",-0.112448349,"A","A","A"
"2723","g18853",-2.12618943127217,-0.807432963453843,-2.96338069896127,0.00333489578898539,0.0229621598045124,"scaffold_172",1381,NA,"A0A2A3EQM5","Peptidase family M13","Y",808239,"A",0.332064233,"A","A","A"
"2724","g21158",2.712945981598,-4.65441497009871,2.96221185982595,0.0033447316622131,0.0230214294914954,"scaffold_98",718,NA,NA,NA,"N",1127684,"A",0.245144773,"A","A","A"
"2725","g13962",-2.59167284509521,2.72859157409216,-2.96122304904276,0.00335235577718584,0.0230654379693422,"scaffold_632",337,NA,NA,NA,"N",119487,"B3",0.302036305,"B.loose","A","A"
"2726","g6318",-2.35674744000807,2.15718324830503,-2.96031954202887,0.00335934608768769,0.0231050549515981,"scaffold_1079",1126,NA,NA,NA,"N",21898,"B3",0.476592739,"B.loose","A","A"
"2727","g17290",-1.71611149593876,3.34971726444739,-2.95986203693483,0.00336294353487132,0.0231213158545297,"scaffold_180",1898,NA,"A0A3M7R5S4","Predicted AAA-ATPase","Y",782579,"A",-0.035907008,"A","A","A"
"2728","g5288",-1.90565520499522,4.39540633633288,-2.95889330914506,0.00337070757366193,0.0231662009892183,"scaffold_500",634,NA,NA,"Gamma interferon inducible lysosomal thiol reductase (GILT)","Y",222989,"A",-0.292949631,"A","A","A"
"2729","g21672",-2.74678438342985,-2.45182315870162,-2.95813752812613,0.0033774370769752,0.023200456152635,"scaffold_9",853,NA,NA,NA,"N",2791333,"A",0.15502902,"A","A","A"
"2730","g9753",2.0152261538403,4.17894377114077,2.95796480939315,0.00337816658470817,0.023200456152635,"scaffold_557",1672,NA,NA,NA,"N",184046,"A",0.363599236,"A","A","A"
"2731","g619",-1.89521542622301,0.34794430142579,-2.95745842446083,0.00338223827700849,0.0232199141177708,"scaffold_132",1038,NA,NA,NA,"N",944065,"A",0.057402153,"A","A","A"
"2732","g12599",-1.90755739924169,7.260281890734,-2.95651146019458,0.00338986880182996,0.0232637811733199,"scaffold_116",1405,NA,NA,NA,"N",1023870,"A",0.01007475,"A","A","A"
"2733","g17489",-2.3321934743653,-1.44948761184254,-2.95589254356237,0.00339491790874952,0.0232827836339391,"scaffold_41",448,NA,NA,"BTB/POZ domain","Y",1577355,"A",0.165155028,"A","A","A"
"2734","g797",-2.82200830133475,-0.669591697142816,-2.95597755323702,0.00339512136408286,0.0232827836339391,"scaffold_140",1427,NA,NA,"Predicted AAA-ATPase","Y",921203,"A",0.240312175,"A","A","A"
"2735","g22675",-2.8662977120707,-0.772956873961801,-2.95570137345861,0.00339755242350603,0.0232909361566049,"scaffold_6",806,NA,"A0A2J7R4S8","UDP-glucoronosyl and UDP-glucosyl transferase","Y",2881478,"A",-0.080544033,"A","A","A"
"2736","g22664",-2.74928101494911,-0.261859452873326,-2.95442228363265,0.003407442820421,0.0233501993567519,"scaffold_6",821,NA,"A0A2P8ZGB0","UDP-glucoronosyl and UDP-glucosyl transferase","Y",2881478,"A",-0.080544033,"A","A","A"
"2737","g20309",-2.16985579323096,-0.465513783917872,-2.95390037299545,0.00341100619893043,0.0233660779041822,"scaffold_378",343,NA,NA,NA,"N",353682,"A",-0.16191298,"A","A","A"
"2738","g9006",-1.45971463893694,8.53720821543021,-2.95296099047405,0.00341862353032933,0.0234022621871685,"scaffold_175",1580,"UGPA_CRIGR","E1ZYZ4","UTP--glucose-1-phosphate uridylyltransferase","Y",803851,"A",-0.013719499,"A","A","A"
"2739","g17546",-1.75172404776033,4.10975443119817,-2.95294116413225,0.00341878479549066,0.0234022621871685,"scaffold_41",921,"RDH11_HUMAN","A0A1S3D0B4","short chain dehydrogenase","Y",1577355,"A",0.165155028,"A","A","A"
"2740","g16160",-4.01684761342302,0.342614191687973,-2.95504087434366,0.00342613505086375,0.0234386888311232,"scaffold_54",948,NA,NA,"Protein of unknown function (DUF1676)","Y",1412569,"A",0.132418539,"A","A","A"
"2741","g754",-3.16119106168111,-1.22329016172499,-2.95240087279315,0.00342660654360813,0.0234386888311232,"scaffold_140",919,"B4GT7_HUMAN","Q9VBZ9","N-terminal region of glycosyl transferase group 7,N-terminal domain of galactosyltransferase","Y",921203,"A",0.240312175,"A","A","A"
"2742","g23248",-1.45511253857387,4.81238961573447,-2.95177530534938,0.00342827809847872,0.0234415704115162,"scaffold_67",759,NA,"E1ZZT9",NA,"Y",1313318,"A",-0.673344793,"A","A","A"
"2743","g4710",-1.85726574274127,4.82567535281439,-2.95084108341046,0.00343590367328498,0.0234851469086475,"scaffold_181",1406,NA,NA,NA,"N",778394,"A",0.11410331,"A","A","A"
"2744","g22650",-1.68249163059962,3.92933670244127,-2.9485950289454,0.00345430237253525,0.0236023014514079,"scaffold_6",863,NA,"A0A2J7R4W8","UDP-glucoronosyl and UDP-glucosyl transferase","Y",2881478,"A",-0.080544033,"A","A","A"
"2745","g1671",3.06479464497159,-4.23741782053907,2.94823398440816,0.00345980553592986,0.0236312910721854,"scaffold_157",1077,NA,NA,NA,"N",859639,"A",0.24856875,"A","A","A"
"2746","g21804",-2.19317609315803,6.12067520384955,-2.94685959651969,0.00346860006039031,0.0236827321676103,"scaffold_541",1627,NA,NA,NA,"N",196911,"A",-0.719744704,"A","A","A"
"2747","g17519",-2.05083176406181,1.2314102778956,-2.945883819764,0.00347664077391439,0.0237289908518824,"scaffold_41",1420,NA,NA,NA,"N",1577355,"A",0.165155028,"A","A","A"
"2748","g1384",3.10235453272971,-4.06572787670413,2.93944477951552,0.0035332444393933,0.0241065502162245,"scaffold_20",245,NA,NA,NA,"N",2080048,"A",-0.276802087,"A","A","A"
"2749","g20751",-1.61687993040194,4.80212987515951,-2.93862356641467,0.00353712521486565,0.0241211534582431,"scaffold_608",1469,"VGLU3_DANRE","A0A482VCQ2","Major Facilitator Superfamily","Y",137419,"A",-0.359731578,"A","A","A"
"2750","g10366",-2.55022741546996,-1.55606873563142,-2.93855530832721,0.00353795786496178,0.0241211534582431,"scaffold_159",258,NA,NA,NA,"N",848934,"A",-0.157157814,"A","A","A"
"2751","g15871",-5.32188241156372,1.34846443405952,-2.95068939122504,0.00355048762379386,0.0241977798831374,"scaffold_187",1179,NA,NA,NA,"N",753167,"A",0.222681535,"A","A","A"
"2752","g19876",-1.68258005315565,5.18971182016053,-2.93643818169852,0.00355552809061661,0.0242217377661529,"scaffold_210",2241,NA,NA,"Amnionless","Y",669642,"A",0.279343667,"A","A","A"
"2753","g2080",-1.72136171436814,5.65925429361196,-2.93631279872348,0.00355658670170243,0.0242217377661529,"scaffold_126",750,"GSTT1_MANSE","A0A1W4XBK2","Glutathione S-transferase, N-terminal domain,Glutathione S-transferase, C-terminal domain","Y",958358,"A",-0.217680587,"A","A","A"
"2754","g14388",1.42821137174929,4.32379143720885,2.93462784820619,0.00357084172040014,0.0243099896208359,"scaffold_24",295,"MAEA_DANRE","A0A482WY58",NA,"Y",1928806,"A",-0.074834814,"A","A","A"
"2755","g4632",-2.16120270351176,0.528613589439487,-2.93384725254422,0.0035774779569273,0.0243463282085045,"scaffold_383",1539,NA,NA,NA,"N",345076,"A",-0.633045148,"A","A","A"
"2756","g21139",-1.94533254922222,1.81574537868352,-2.93336917684683,0.00358152696950763,0.0243650396049704,"scaffold_341",442,NA,NA,NA,"N",391211,"A",0.28096253,"A","A","A"
"2757","g2272",2.52205772317238,-4.68622018438989,2.932688513582,0.00358754247141434,0.0243971105536988,"scaffold_14",1091,NA,NA,"Zinc finger, C3HC4 type (RING finger)","Y",2278001,"A",-0.521531797,"A","A","A"
"2758","g1887",1.45277284516222,4.87425936457876,2.93210896545814,0.00359225353728738,0.0244202906347357,"scaffold_546",2710,NA,"T1HN09","BTB/POZ domain","Y",192833,"A",0.162037427,"A","A","A"
"2759","g14300",1.29601542918575,4.67889343975206,2.93145705851369,0.00359781497279875,0.0244492326658223,"scaffold_3",1899,"GGA2_HUMAN","A0A154P5A2","GAT domain,Adaptin C-terminal domain,VHS domain,GGA N-GAT domain","Y",3189128,"A",0.077377853,"A","A","A"
"2760","g23544",-1.70820779929829,3.44236175577044,-2.93116307016887,0.00360032569616702,0.0244574298831288,"scaffold_85",4405,"FAS_MOUSE","J9K3D3","Thioesterase domain,Polyketide synthase dehydratase,Phosphopantetheine attachment site,KR domain,Zinc-binding dehydrogenase","Y",1217065,"A",0.213896036,"A","A","A"
"2761","g5375",-2.47080228360656,1.40556956021217,-2.93043987730119,0.00360667498272436,0.0244916875230347,"scaffold_223",1325,"VCP_APIME","N6SSG5","Serine carboxypeptidase","Y",633436,"A",-0.258700006,"A","A","A"
"2762","g14276",1.4561703839686,4.01468165890808,2.9284233611048,0.00362380356258716,0.024599092322573,"scaffold_3",893,"E2F4_XENLA","A0A067RG63","E2F/DP family winged-helix DNA-binding domain,E2F transcription factor CC-MB domain","Y",3189128,"A",0.077377853,"A","A","A"
"2763","g11548",-2.67071731471592,-1.15583059297626,-2.92744158284588,0.00363278685312104,0.0246511475603208,"scaffold_65",698,NA,NA,NA,"N",1324386,"A",0.045272809,"A","A","A"
"2764","g1954",-2.11215468183345,1.15942894696003,-2.92664310006239,0.00363914630868598,0.024685366910837,"scaffold_218",1368,"VGLU2_HUMAN,VGLU3_DANRE","E0VT50","Major Facilitator Superfamily","Y",649598,"A",-0.150086793,"A","A","A"
"2765","g9488",-1.92488011525489,-0.0192706776111096,-2.92590273513498,0.00364553360861093,0.0247197503174851,"scaffold_101",1504,"SBP1B_XENLA","A0A2J7PJN2","56kDa selenium binding protein (SBP56)","Y",1110711,"A",-0.06777845,"A","A","A"
"2766","g7830",2.94146222352094,4.94113724049037,2.92511133633285,0.0036541919893426,0.0247695031121419,"scaffold_307",961,NA,NA,NA,"N",447214,"A",-0.504153506,"A","A","A"
"2767","g17711",-1.45997847748804,5.3176908440249,-2.92440896874876,0.00365846827449572,0.0247895271696857,"scaffold_136",2500,"FBLN2_MOUSE","A0A067R8X4","Coagulation Factor Xa inhibitory site,Complement Clr-like EGF-like,Calcium-binding EGF domain","Y",931572,"A",-0.204187468,"A","A","A"
"2768","g22684",-2.8040192466044,0.000938695484942762,-2.92280108487517,0.00367347668243242,0.0248822306065482,"scaffold_6",1652,"MAL1_DROVI","A0A2P8Y0B5","Alpha amylase, catalytic domain","Y",2881478,"A",-0.080544033,"A","A","A"
"2769","g21421",-3.76631451703088,-1.9420751503963,-2.9237233245729,0.00368218740528913,0.0249322252299624,"scaffold_110",1576,"CATA_DROME","A0A2J7REJ5","Catalase,Catalase-related immune-responsive","Y",1065314,"A",-0.112448349,"A","A","A"
"2770","g1467",4.17307456753885,-2.21414644573756,2.92520678840329,0.00368695004263285,0.024955460775929,"scaffold_20",1191,NA,NA,"7tm Odorant receptor","Y",2080048,"A",-0.276802087,"A","A","A"
"2771","g10385",-2.28228495947899,1.95951525149392,-2.92049302641924,0.00369263124321378,0.0249848946874829,"scaffold_159",572,NA,NA,NA,"N",848934,"A",-0.157157814,"A","A","A"
"2772","g12574",-1.55447619025644,2.92522383834305,-2.91960469348654,0.00370036871042792,0.0250282153505819,"scaffold_326",1616,"ESTF_MYZPE","J9JZB7","Carboxylesterase family","Y",405242,"A",-0.000799771,"A","A","A"
"2773","g1440",-2.63276854489629,-0.0640246714500165,-2.91948709317026,0.00370185749735171,0.0250292557583293,"scaffold_20",934,"GGH_HUMAN","A0A3Q0ILW1","Peptidase C26","Y",2080048,"A",-0.276802087,"A","A","A"
"2774","g6061",-2.24839614456857,1.31627675877683,-2.91829530323516,0.00371190130728183,0.0250881173793176,"scaffold_5",3001,NA,NA,"BTB/POZ domain","Y",2912966,"A",-0.512436051,"A","A","A"
"2775","g3906",3.25122505676642,-3.34074813640588,2.91826300731381,0.0037174661171504,0.0251166746776407,"scaffold_104",408,"MTNA_DROSI","J9K017","Initiation factor 2 subunit family","Y",1087456,"A",0.216634848,"A","A","A"
"2776","g11900",-3.04091945038531,0.223048336262074,-2.91750527463088,0.00372153968864059,0.0251351396334014,"scaffold_74",2043,NA,NA,NA,"N",1279699,"A",-0.154455218,"A","A","A"
"2777","g15540",6.03298815429692,-3.20461863277915,2.93855221300121,0.00373179704635875,0.0251896319456243,"scaffold_166",349,NA,NA,NA,"N",818316,"A",0.308824859,"A","A","A"
"2778","g16283",1.94622682573207,1.67049024844146,2.91597883089349,0.00373229492479302,0.0251896319456243,"scaffold_77",1004,"LIPH_RAT","A0A1S3DJE0","Lipase","Y",1239985,"A",-0.119683549,"A","A","A"
"2779","g865",-3.76132186134216,-1.37460219683404,-2.9175298653189,0.00373668715645984,0.025210200610459,"scaffold_158",475,NA,NA,"Transcription activator MBF2","Y",859120,"A",-0.331860321,"A","A","A"
"2780","g2207",-1.49364136331305,6.38654893248724,-2.91417275863235,0.00374829334982792,0.0252794071999725,"scaffold_14",1458,"SUCHY_MOUSE","D6WKE1","CoA-transferase family III","Y",2278001,"A",-0.521531797,"A","A","A"
"2781","g14316",3.23217873574687,-2.63488970427114,2.91314528578452,0.00376257457034785,0.025366598568663,"scaffold_3",938,NA,NA,NA,"N",3189128,"A",0.077377853,"A","A","A"
"2782","g9088",-1.95744507195883,1.40811782539312,-2.91206858028997,0.0037670177599923,0.0253874248677555,"scaffold_590",1239,NA,NA,NA,"N",151177,"A",-0.572097354,"A","A","A"
"2783","g22478",1.81331375741042,3.169831183427,2.91152912449946,0.00377183076573899,0.0254107276416961,"scaffold_228",3546,"GCY3E_DROME","A0A139WDK0","Receptor family ligand binding region,Protein tyrosine kinase,Adenylate and Guanylate cyclase catalytic domain","Y",623082,"A",-0.114017688,"A","A","A"
"2784","g1733",2.83804851970739,-1.99682540109653,2.91124572085205,0.00377563830126385,0.025427242281033,"scaffold_1185",1284,NA,NA,"Immunoglobulin domain","Y",18624,"A",-0.390872588,"A","A","A"
"2785","g16928",1.54516908049471,3.92611893707088,2.9106026771006,0.00378011232269013,0.025448231934692,"scaffold_55",686,NA,NA,NA,"N",1407959,"A",-0.108538766,"A","A","A"
"2786","g3958",-2.01194164790957,-0.150633162840457,-2.9102485617819,0.0037832855197021,0.0254604523362867,"scaffold_310",607,NA,"J9JKV2","Helix-loop-helix DNA-binding domain","Y",434721,"A",-0.39968798,"A","A","A"
"2787","g22552",-2.19930739947371,0.737189093771986,-2.90971113904578,0.00378812128741891,0.0254838485890984,"scaffold_587",1027,"TSSP_MOUSE","A0A482WKJ2","Serine carboxypeptidase S28","Y",153686,"A",0.229636822,"A","A","A"
"2788","g10544",-2.25605150966296,2.71125143812876,-2.90787109492725,0.00380466978276023,0.0255724807303523,"scaffold_103",601,NA,NA,NA,"N",1099892,"A",-0.288574418,"A","A","A"
"2789","g7302",2.68601046463964,3.28982509859604,2.90776735820442,0.0038062075962595,0.0255724807303523,"scaffold_17",2072,NA,NA,NA,"N",2133015,"A",-0.17858936,"A","A","A"
"2790","g11901",-2.36890157886374,-0.316379226498264,-2.90768114793979,0.00380643573526074,0.0255724807303523,"scaffold_74",2167,NA,NA,NA,"N",1279699,"A",-0.154455218,"A","A","A"
"2791","g1919",-2.15383306221968,-0.838507585697817,-2.90763730128861,0.00380675202509005,0.0255724807303523,"scaffold_245",944,NA,NA,"Leucine rich repeat","Y",548204,"A",0.054494462,"A","A","A"
"2792","g2824",-2.58591370623536,-3.67156324776586,-2.90668935170784,0.00381566514762775,0.0256231754487366,"scaffold_451",1187,"SPOPL_MOUSE","R7UX04","BTB/POZ domain","Y",261761,"A",0.308367843,"A","A","A"
"2793","g23219",1.35286662478483,3.41033933694805,2.90643644153896,0.00381756952650092,0.0256267851959777,"scaffold_67",947,NA,"A0A482X733",NA,"Y",1313318,"A",-0.673344793,"A","A","A"
"2794","g4267",-2.03931271242851,1.36574693383583,-2.90544115376721,0.0038265743785308,0.025678039736247,"scaffold_188",359,NA,NA,NA,"N",750895,"A",-0.127498988,"A","A","A"
"2795","g12449",1.46303411842391,4.04520592356979,2.90506402852023,0.00382998553483575,0.0256917348095297,"scaffold_50",667,NA,NA,NA,"N",1438737,"A",0.149509353,"A","A","A"
"2796","g19867",-2.45420307667729,0.987737049253554,-2.90471298241538,0.00383333990449935,0.0257050392952283,"scaffold_210",1247,NA,NA,NA,"N",669642,"A",0.279343667,"A","A","A"
"2797","g21791",-2.26345445922325,-1.49562253172827,-2.90421500799819,0.00383772751313996,0.0257203080098053,"scaffold_420",657,NA,NA,NA,"N",296715,"A",-0.257935678,"A","A","A"
"2798","g21162",-2.71561902387871,-1.31538871089599,-2.90422411128036,0.00383836054250547,0.0257203080098053,"scaffold_98",477,NA,NA,NA,"N",1127684,"A",0.245144773,"A","A","A"
"2799","g15708",-2.62444721977396,-3.94231436138293,-2.90361069198984,0.0038436524415431,0.0257431661882779,"scaffold_59",2114,"PAO_PSESP","Q8XUN6",NA,"Y",1359663,"A",-0.669052076,"A","A","A"
"2800","g4498",-2.25613131733871,1.44996978655586,-2.90346739142162,0.00384451785840194,0.0257431661882779,"scaffold_467",420,NA,NA,NA,"N",248861,"A",0.257527828,"A","A","A"
"2801","g11838",2.07492228543156,5.2794105756889,2.90269414229405,0.00385152280603665,0.0257808643664338,"scaffold_74",2942,NA,NA,NA,"N",1279699,"A",-0.154455218,"A","A","A"
"2802","g111",-4.64610684751242,-2.24688358432873,-2.90883308604378,0.00386585841889658,0.0258675872576345,"scaffold_360",704,NA,NA,NA,"N",372701,"B3",1.186245557,"A","A","B"
"2803","g19012",1.50514837818447,1.25797708458627,2.90048073081537,0.00387172878157479,0.0258976250181041,"scaffold_234",643,NA,NA,"Zinc finger, C2H2 type","Y",603255,"A",0.234217452,"A","A","A"
"2804","g6982",1.48508992214323,7.1099336966304,2.89976151836032,0.00387831828477743,0.0259324499006034,"scaffold_26",2158,"PDPK1_DROME","A0A2J7QGV3","PH domain,Protein kinase domain","Y",1877544,"A",-0.164714665,"A","A","A"
"2805","g12707",2.39201506704335,2.61653686429806,2.89751626203847,0.00389907571398094,0.0260619502892794,"scaffold_693",520,NA,NA,NA,"N",86638,"A",-0.098111503,"A","A","A"
"2806","g423",-2.00849155172407,0.867568815430153,-2.89712955842137,0.00390252685860768,0.0260757220499057,"scaffold_548",744,NA,"A0A1S3DIM3",NA,"Y",191680,"A",-0.594268149,"A","A","A"
"2807","g8600",-2.52709826607578,0.652294527059312,-2.89553336621135,0.00391756005890852,0.0261668448679999,"scaffold_87",1229,NA,NA,NA,"N",1207356,"A",0.315804239,"A","A","A"
"2808","g1040",1.38850864144376,7.66807085210861,2.89495296574054,0.00392264949275504,0.0261915083118462,"scaffold_197",3240,"EDC4_RAT","A0A2J7QWF5","WD40 region of Ge1, enhancer of mRNA-decapping protein","Y",695333,"A",-0.302706707,"A","A","A"
"2809","g3631",-1.48219257102016,4.66136585675597,-2.89307401809292,0.00394010250296897,0.0262986763361215,"scaffold_200",860,"PNPO_BOVIN","E9HCR8","Pyridoxine 5'-phosphate oxidase C-terminal dimerisation region,Pyridoxamine 5'-phosphate oxidase","Y",691981,"A",-0.260256831,"A","A","A"
"2810","g5022",1.69711729907174,4.20823490715602,2.89275682866823,0.00394305607677973,0.0263090243357805,"scaffold_430",1852,"TMTC2_MOUSE","J9LDN4","Domain of unknown function (DUF1736),Tetratricopeptide repeat,TPR repeat","Y",286874,"A",0.213140561,"A","A","A"
"2811","g2066",-1.69420108022522,4.08561003936763,-2.89185298341874,0.00395148390390032,0.0263558775219591,"scaffold_126",2381,NA,"A0A482X7N3","Acyltransferase family","Y",958358,"A",-0.217680587,"A","A","A"
"2812","g9267",2.39370930983495,-1.6246186035707,2.89046930379813,0.00396454289563869,0.026433575658012,"scaffold_58",679,NA,NA,NA,"N",1360862,"A",0.057971928,"A","A","A"
"2813","g18239",-4.93109015177904,-1.55031151794649,-2.8993588447177,0.00397959990418006,0.0265245355860192,"scaffold_836",1626,NA,NA,NA,"N",37758,"A",2.258709166,"A","A","A"
"2814","g19877",-2.05012363749667,3.53901376874338,-2.88840238072028,0.00398382207174497,0.026536761260558,"scaffold_210",2147,NA,NA,NA,"N",669642,"A",0.279343667,"A","A","A"
"2815","g4886",-2.09847983429331,2.85191938367103,-2.88835572941096,0.00398426491804741,0.026536761260558,"scaffold_584",485,NA,NA,NA,"N",155215,"A",-0.223527815,"A","A","A"
"2816","g8770",-2.25835652439184,2.38930977641426,-2.88596083713611,0.00400689035090525,0.0266779784052282,"scaffold_194",4570,NA,"T1HUS1",NA,"Y",708625,"A",0.044440522,"A","A","A"
"2817","g2062",-1.40350250364102,6.04781651806008,-2.88568958883031,0.00400941195317728,0.0266852909869084,"scaffold_126",1095,"GLO5_ARATH","A0A1S3DA23","FMN-dependent dehydrogenase","Y",958358,"A",-0.217680587,"A","A","A"
"2818","g10124",1.76501818388032,-1.01963535747368,2.88507713721319,0.00401521217160796,0.026714411996266,"scaffold_130",1267,NA,NA,NA,"N",951268,"A",-0.102713299,"A","A","A"
"2819","g17073",1.85410233373442,-0.54517947972447,2.88474841352519,0.00401832890504619,0.0267256646472902,"scaffold_532",435,NA,NA,NA,"N",201362,"A",-0.19862309,"A","A","A"
"2820","g12207",-2.74287501449563,-2.15972338561031,-2.884238350213,0.00402412827957307,0.0267547450757856,"scaffold_449",1394,NA,"Q8A7P0","Predicted AAA-ATPase","Y",264459,"A",0.417029838,"A","A","A"
"2821","g16657",-1.92453663604731,2.79696815449296,-2.88275209270202,0.00403730491497252,0.0268269574133908,"scaffold_134",1868,NA,NA,"Predicted AAA-ATPase","Y",941937,"A",0.039524314,"A","A","A"
"2822","g13078",-2.8560392235208,-0.393818838376263,-2.88286208742111,0.00403785128916683,0.0268269574133908,"scaffold_13",2078,NA,"A0A3M7R5S4","Predicted AAA-ATPase","Y",2344678,"A",0.080565871,"A","A","A"
"2823","g3423",-1.50944729207983,2.93972201861391,-2.88199398032881,0.00404453195052139,0.0268618241375578,"scaffold_10",2474,"GCN2_YEAST","J9JTI8","Protein kinase domain,Anticodon binding domain of tRNAs,Histidyl-tRNA synthetase","Y",2776264,"A",-0.506933192,"A","A","A"
"2824","g22480",-1.41378914948051,6.3893087585133,-2.87963087733144,0.00406714187788652,0.0270024231828946,"scaffold_228",1242,"AATM_HORSE","A0A067QQX8","Aminotransferase class I and II","Y",623082,"A",-0.114017688,"A","A","A"
"2825","g15880",1.56880076321804,1.36633263609621,2.87943783124578,0.0040689942183993,0.0270051584427499,"scaffold_187",1796,"HIG_DROME","J9M6V7","Sushi repeat (SCR repeat)","Y",753167,"A",0.222681535,"A","A","A"
"2826","g3746",-2.01081410445393,-0.832936992241883,-2.87864584734653,0.00407660571284194,0.027046100675893,"scaffold_525",1147,NA,NA,"Predicted AAA-ATPase","Y",205956,"A",-0.138971844,"A","A","A"
"2827","g18505",-1.74795319570635,5.47784272838333,-2.87637170405026,0.00409852240110137,0.0271818876895117,"scaffold_273",1560,"UD2B7_HUMAN","A0A2J7QFA8","UDP-glucoronosyl and UDP-glucosyl transferase","Y",509830,"A",0.239545037,"A","A","A"
"2828","g2079",1.40988170709112,6.22919267089089,2.87575066541362,0.00410452793607443,0.0272039006789091,"scaffold_126",1206,"RRP8_ARATH","A0A2J7PCG3","Hypothetical methyltransferase,Zinc-finger containing family","Y",958358,"A",-0.217680587,"A","A","A"
"2829","g20465",-2.29456813316685,-0.531261248979759,-2.87573500703982,0.00410474345408468,0.0272039006789091,"scaffold_514",416,NA,NA,NA,"N",211162,"A",-0.21062245,"A","A","A"
"2830","g20925",2.8535403384322,3.55797541665747,2.87416848827606,0.00412151726315736,0.0273054159600485,"scaffold_91",287,NA,"A0A482WPV8",NA,"Y",1192111,"A",-0.163877476,"A","A","A"
"2831","g11634",-1.79076377271991,3.20401462067705,-2.87092636556702,0.00415146565527433,0.0274941114697063,"scaffold_486",963,"MAP12_DANRE","A0A1S3IV36","Metallopeptidase family M24","Y",237105,"A",0.5949879,"A","A","A"
"2832","g16332",1.85360068903103,3.19622540656181,2.86952274418224,0.00416521776191137,0.0275754476758744,"scaffold_612",2011,NA,NA,NA,"N",135418,"A",-0.196927606,"A","A","A"
"2833","g19209",1.47098798619413,4.40728923554207,2.8677002969044,0.00418313706240819,0.0276809110701804,"scaffold_305",2337,NA,NA,NA,"N",448422,"A",-0.570957344,"A","A","A"
"2834","g10000",-1.79784529032655,4.44009881859839,-2.8676025332463,0.00418410059058569,0.0276809110701804,"scaffold_53",2880,NA,"A0A1Y1YT47","Predicted AAA-ATPase","Y",1421213,"A",0.153286275,"A","A","A"
"2835","g21341",-2.19976076994732,-0.849332476672063,-2.86484494434716,0.00421139068978532,0.0278516275283192,"scaffold_483",208,NA,NA,NA,"N",238595,"A",-1.217128288,"A","A","A"
"2836","g13982",-2.07052353676412,0.735175055176945,-2.86433245609155,0.00421645333262967,0.0278752762811967,"scaffold_39",1919,NA,"A0A261DAX9","Predicted AAA-ATPase","Y",1602743,"A",-0.171190146,"A","A","A"
"2837","g18148",2.5319932908887,-4.22735424696554,2.86379869996352,0.00422209965762094,0.027902765766914,"scaffold_450",670,NA,NA,"Gamma interferon inducible lysosomal thiol reductase (GILT)","Y",262118,"A",-0.114416669,"A","A","A"
"2838","g23074",-2.50940677697696,-1.77049879773877,-2.86343214535306,0.00422570028864448,0.0279167211810413,"scaffold_82",5355,"FGFR3_DANRE","A0A482WJJ4","Protein tyrosine kinase,Sema domain,TIG domain,TIG domain found in plexin,IPT/TIG domain","Y",1220856,"A",-0.13113478,"A","A","A"
"2839","g17951",-1.75787034382465,5.1173680743546,-2.86300596800476,0.00422963308995469,0.0279328604450723,"scaffold_226",796,NA,NA,NA,"N",631026,"A",-0.691918968,"A","A","A"
"2840","g2361",3.09848123449823,-1.10483484415122,2.86259075096933,0.00423810952008033,0.0279789842929528,"scaffold_1022",1204,NA,"D6WEQ6","Integrase zinc binding domain","Y",24046,"A",0.149588392,"A","A","A"
"2841","g1418",-5.91781428637493,0.366732720389191,-2.88445827924976,0.00424089897991957,0.0279875448695924,"scaffold_20",1493,NA,NA,NA,"N",2080048,"A",-0.276802087,"A","A","A"
"2842","g2103",-2.48227266401033,1.39152063585998,-2.8617031888811,0.00424288681603447,0.0279908110182372,"scaffold_122",2372,NA,"A0A433SNA9","Annexin","Y",982358,"A",-0.198308841,"A","A","A"
"2843","g20330",-1.37530957792437,8.70310528892155,-2.85992583003567,0.00426040686776254,0.0280965066351319,"scaffold_129",2511,"PYG_DROME","A0A482X2D3","Carbohydrate phosphorylase","Y",951482,"A",0.005302338,"A","A","A"
"2844","g13065",1.53344158937797,1.09062814862696,2.85864841622403,0.00427323181303878,0.028167537239055,"scaffold_13",1244,"GLRA2_HUMAN","A0A139WIM3","Neurotransmitter-gated ion-channel transmembrane region,Neurotransmitter-gated ion-channel ligand binding domain","Y",2344678,"A",0.080565871,"A","A","A"
"2845","g11322",3.81874197027789,2.12187513001367,2.86113264559294,0.00427418227346053,0.028167537239055,"scaffold_406",798,NA,NA,"Insect cuticle protein","Y",308938,"A",-0.04267074,"A","A","A"
