seq	length	PV04.asn	PV13.asn	PV21.asn	PV23.asn	b.status.asn	A.lo	B.lo	A.st	B.st	AB.ratio.st	AB.ratio.lo	b.status.kmer	b.status.old.final	norm_cov_PV04	norm_cov_PV13	norm_cov_PV21	norm_cov_PV23	fraction_of_B_windows	cov.b.status	b.status.final	assignment_changes
scaffold_1753	9617	Y	Y	Y	Y	A	7672	1790	9316	146	-5.985977	-2.099025	A	A	3.87864046694068	4.10328588444984	3.55512807248585	3.06211570732661	0	A	A	A -> A
scaffold_1754	9611	NA	Y	Y	Y	A	7809	344	8109	44	-7.493633	-4.500654	A	A	0.141380928251037	1.08426336311044	0.379908919217975	0.629938578341126	0	A	A	A -> A
scaffold_1755	9610	Y	Y	Y	Y	A	8331	17	8344	4	-10.70477	-8.854522	A	A	0.310194621173733	0.5722205476571	0.258207178091512	0.974949086821225	0	A	A	A -> A
scaffold_1756	9592	Y	Y	Y	Y	A	2212	18	2228	2	-9.537218	-6.86386	A	A	0.265174633560423	0.0801510403895415	0.279232564623691	0.284084133009661	0	A	A	A -> A
scaffold_1757	9586	Y	Y	Y	Y	A	9030	526	9556	0	-13.22234	-4.099011	A	A	2.26560253739467	1.39958343711868	1.57622360209237	1.60163248016423	0	A	A	A -> A
scaffold_1758	9518	Y	Y	Y	Y	A	9160	288	9358	90	-6.684344	-4.986364	A	A	1.80206632509431	1.58357280691467	1.69126525831064	1.58184721158703	0	A	A	A -> A
scaffold_1759	9511	Y	Y	Y	Y	A	5656	1000	6598	58	-6.805389	-2.498595	A	A	0.619015445826999	0.525508903571217	0.573542383075879	0.399400446406752	0	A	A	A -> A
scaffold_1760	9475	Y	Y	Y	NA	A	3165	348	3166	347	-3.185958	-3.181362	A	B2	265.08742375617	80.1827080851773	0.160834562298448	0.100431743756008	1	B	Bc	B2 -> Bc
scaffold_1761	9470	NA	NA	NA	NA	A	528	21	538	11	-5.489179	-4.587692	A	A	0.00103034739034964	0.00188606646591269	0.000887309890348839	0.00056045227194969	0	A	A	A -> A
scaffold_1762	9460	Y	Y	Y	Y	A	8562	667	8928	301	-4.885878	-3.680196	A	A	2.10188052474523	2.07079242898417	2.0744709020224	2.10781863503804	0	A	A	A -> A
scaffold_1763	9446	Y	Y	NA	Y	A	7469	1836	7857	1448	-2.439105	-2.023757	A	B2	1.22756976896947	1.04797257546931	0.544678507986666	0.610228253963082	0	A	A	B2 -> A
scaffold_1764	9445	Y	Y	NA	NA	B	1610	888	1699	799	-1.087463	-0.8577012	A	B1	29.7779160332564	8.92743296274292	0.0286709816347896	0.0131087179654279	1	B	B	B1 -> B
scaffold_1765	9438	Y	Y	Y	Y	A	9162	94	9244	12	-9.474018	-6.591749	A	A	1.12574742413152	1.44885571203855	1.70881154835576	1.61060297495886	0	A	A	A -> A
scaffold_1766	9399	NA	NA	NA	NA	A	1618	52	1669	1	-9.705632	-4.932967	A	A	0.142615843702494	0.256501162557413	0.184332492200967	0.1656266801349	0	A	A	A -> A
scaffold_1767	9398	Y	Y	Y	Y	A	5581	31	5608	4	-10.1316	-7.446566	A	A	0.639834468779911	0.706538331441775	0.801054951838012	0.572293455416348	0	A	A	A -> A
scaffold_1768	9394	Y	Y	NA	NA	B	2410	6857	2841	6426	1.177239	1.508156	B	B1	2.04276973894113	1.55428159379401	0.0236347088974736	0.028048681145017	0	A	Bc	B1 -> Bc
scaffold_1769	9393	Y	Y	Y	Y	A	2316	246	2525	37	-6.054711	-3.229675	A	A	0.320498095077229	0.270294840842546	0.260588535465215	0.303227488228873	0	A	A	A -> A
scaffold_1770	9391	Y	Y	Y	Y	A	7584	1583	9109	58	-7.270592	-2.259577	A	A	1.29010378544752	2.12367788776063	1.14190470011205	1.14210723537366	0	A	A	A -> A
scaffold_1771	9377	Y	Y	Y	Y	A	8287	879	9166	0	-13.16223	-3.235449	A	A	2.38079312351031	2.12291028003144	2.16480816745958	2.19249906319751	0	A	A	A -> A
scaffold_1772	9373	Y	Y	Y	Y	A	4953	1923	5920	956	-2.62925	-1.364485	A	B2	0.467877184092487	0.380310861746288	0.173646194825896	0.184949249743398	0	A	A	B2 -> A
scaffold_1773	9363	Y	Y	Y	Y	A	5982	3038	7127	1893	-1.912061	-0.9772724	A	B2	1.32473959799561	0.896852711390155	1.19186410480778	0.821434040958634	0	A	A	B2 -> A
scaffold_1774	9359	Y	Y	Y	Y	A	3899	17	3916	0	-11.93553	-7.759333	A	A	90.4182497231763	116.102091827982	96.1512951041888	88.2609654767918	0	A	A	A -> A
scaffold_1775	9355	Y	Y	NA	NA	B	1899	705	1927	677	-1.507748	-1.428259	A	B1	46.1269372970741	15.9615653382465	0.0317783198278689	0.0224474168689617	1	B	B	B1 -> B
scaffold_1776	9354	Y	Y	Y	Y	A	5393	25	5416	2	-10.81832	-7.6967	A	A	1.62902614342286	1.30478969777384	1.78298784946595	1.76495869922938	0	A	A	A -> A
scaffold_1777	9350	Y	Y	Y	Y	A	9254	9	9263	0	-13.17742	-9.854089	A	A	2.3150948707843	1.87995468012952	2.48613008383851	2.17469492823278	0	A	A	A -> A
scaffold_1778	9344	NA	NA	NA	NA	A	1462	59	1517	4	-8.246028	-4.607823	A	A	0.0737664921269448	0.0926285427955847	0.0622554856268073	0.0560680362990599	0	A	A	A -> A
scaffold_1779	9343	Y	Y	Y	Y	A	3665	256	3872	49	-6.27538	-3.834367	A	A	0.353792016215303	0.298459841613062	0.677445319089613	0.604789911859105	0	A	A	A -> A
scaffold_1780	9341	Y	Y	Y	Y	A	8465	245	8683	27	-8.276789	-5.10495	A	A	0.502764483981758	1.19077087393885	0.808651446788587	0.593193111650565	0	A	A	A -> A
scaffold_1781	9332	Y	Y	Y	Y	A	5528	62	5590	0	-12.44889	-6.455523	A	A	0.257934050259933	0.616359930488856	0.604201920868091	0.348894573062448	0	A	A	A -> A
scaffold_1782	9320	Y	Y	Y	Y	A	3479	302	3781	0	-11.88493	-3.521698	A	A	0.0972355160182422	0.188610523397982	0.358318880937392	0.368213884227505	0	A	A	A -> A
scaffold_1783	9308	NA	Y	NA	Y	A	2819	29	2820	28	-6.60401	-6.554589	A	A	0.118703901807331	0.126812285988154	0.214518564241411	0.156607308688639	0	A	A	A -> A
scaffold_1784	9304	Y	Y	Y	Y	A	830	1	831	0	-9.70044	-8.698705	A	A	26.0905072912561	26.7884785181294	42.3042946850839	25.6392381759234	0	A	A	A -> A
scaffold_1785	9302	Y	Y	Y	Y	A	8095	700	8408	387	-4.437806	-3.529723	A	A	0.999966218118349	0.977926431777409	0.937577924571645	0.938428452728132	0	A	A	A -> A
scaffold_1786	9302	NA	NA	NA	NA	A	713	38	737	14	-5.620586	-4.194378	A	A	0.00942702175177824	0.00977924493374053	0.00971130864180212	0.0091431922970397	0	A	A	A -> A
scaffold_1787	9281	NA	Y	NA	NA	A	8498	27	8519	6	-10.24928	-8.245722	A	A	0.084612352908057	1.62384313664678	0.317576276209398	0.0795777057299728	0	A	A	A -> A
scaffold_1788	9260	Y	Y	NA	Y	A	82	5	87	0	-6.459432	-3.790077	A	A	0.00552896796351557	0.0080346819128552	0.00815413239154565	0.00439564020267518	0	A	A	A -> A
scaffold_1789	9242	Y	Y	Y	Y	A	9139	28	9167	0	-13.16239	-8.299997	A	A	1.28089259238406	1.26820039601581	1.5710084645155	1.38206226885417	0	A	A	A -> A
scaffold_1790	9240	Y	Y	NA	Y	A	330	0	330	0	-8.370687	-8.370687	A	A	1.22422911622844	2.29509477338611	1.45986325607658	1.29554407859366	0	A	A	A -> A
scaffold_1791	9233	Y	Y	Y	Y	A	1165	15	1180	0	-10.20579	-6.187352	A	A	8.30106037572959	9.11243999430109	9.60677441811936	7.54945176689096	0	A	A	A -> A
scaffold_1792	9212	Y	Y	Y	Y	A	1550	5	1555	0	-10.60363	-8.01402	A	A	0.176148114783327	0.219671498783167	0.262724392078743	0.272467782140472	0	A	A	A -> A
scaffold_1793	9190	Y	Y	NA	Y	A	9059	105	9164	0	-13.16192	-6.417375	A	A	8.27983221665447	6.46093487255483	5.47519653212641	7.08330536502713	0	A	A	A -> A
scaffold_1794	9190	Y	Y	Y	Y	A	8265	0	8265	0	-13.01297	-13.01297	A	A	0.703425107445151	1.43233276182741	1.75404330984125	1.74598478306913	0	A	A	A -> A
scaffold_1795	9184	Y	Y	NA	Y	A	3687	5431	4033	5085	0.3343204	0.5586448	B	B1	1.1569787737177	1.00721958330143	0.13357345645781	0.101581974290881	0	A	Bc	B1 -> Bc
scaffold_1796	9181	Y	Y	Y	Y	A	3557	37	3594	0	-11.81178	-6.548923	A	A	0.0621605390086895	0.422973181220361	0.716136238893283	0.574887176395836	0	A	A	A -> A
scaffold_1797	9179	Y	Y	Y	Y	A	7287	569	7564	292	-4.690368	-3.676489	A	A	1.35702944654017	0.586814786528484	1.12416902376623	1.02312191466137	0	A	A	A -> A
scaffold_1798	9179	Y	Y	NA	NA	B	2444	609	2447	606	-2.011835	-2.002953	A	B1	111.981652684721	37.104942250118	0.0695258152817209	0.0401375063132342	1	B	B	B1 -> B
scaffold_1799	9167	Y	Y	Y	Y	A	5892	112	5987	17	-8.377934	-5.704608	A	A	0.170690464125518	0.506355540005253	0.16990055465636	0.1477150165366	0	A	A	A -> A
scaffold_1800	9150	NA	NA	NA	NA	A	334	13	344	3	-6.430453	-4.580662	A	A	0.106001914306627	0.199169006481052	0.12989795936261	0.119216670196647	0	A	A	A -> A
scaffold_1801	9143	Y	Y	Y	Y	A	8269	378	8647	0	-13.07815	-4.447618	A	A	1.15632753411032	0.991349875021444	0.799231231905279	1.11348180973949	0	A	A	A -> A
scaffold_1802	9142	Y	Y	Y	Y	A	8729	76	8803	2	-11.51898	-6.824979	A	A	0.513953793892987	1.32214228462158	0.791792558871959	1.14665276397465	0	A	A	A -> A
scaffold_1803	9136	Y	Y	Y	Y	A	8538	130	8668	0	-13.08165	-6.026428	A	A	0.890892029352702	1.1089876979231	0.905066609616966	1.2109744375112	0	A	A	A -> A
scaffold_1804	9131	Y	Y	NA	NA	B	1608	673	1628	653	-1.316624	-1.255344	A	B1	39.0676932605146	13.579893717344	0.0342228059684742	0.0184623405399241	1	B	B	B1 -> B
scaffold_1805	9126	Y	Y	Y	Y	A	1955	919	2300	574	-2.000627	-1.088201	A	B2	0.484362742338082	0.208717581415364	0.160091045710488	0.193747047035631	0	A	A	B2 -> A
scaffold_1806	9117	Y	Y	Y	NA	A	8785	220	8787	218	-5.326532	-5.313088	A	A	1.29856239325864	1.75122919002847	2.24704741496467	2.20704475472067	0	A	A	A -> A
scaffold_1807	9092	Y	Y	Y	Y	A	7591	71	7654	8	-9.732262	-6.720339	A	A	0.316844021545333	0.584269662921348	0.380420963660627	0.371534238094462	0	A	A	A -> A
scaffold_1808	9081	Y	Y	Y	Y	A	8866	87	8927	26	-8.369234	-6.654799	A	A	0.651271512489912	1.0470498954716	0.871857371072645	1.15575685495039	0	A	A	A -> A
scaffold_1809	9058	Y	Y	Y	Y	A	5679	411	6085	5	-9.986316	-3.785175	A	A	0.0803389448792298	0.270936452353561	0.079559782065468	0.0885416836377263	0	A	A	A -> A
scaffold_1810	9051	Y	Y	Y	Y	A	7148	177	7205	120	-5.89612	-5.327792	A	A	0.14090422836552	0.701054588346125	0.203236050734486	0.261982111145506	0	A	A	A -> A
scaffold_1811	9040	Y	Y	Y	Y	A	7207	227	7420	14	-8.950507	-4.982493	A	A	0.715922526884748	0.80757372959467	0.677504940702798	0.73239707391779	0	A	A	A -> A
scaffold_1812	9025	Y	Y	Y	Y	A	8253	45	8298	0	-13.01872	-7.487316	A	A	1.93633241371544	2.08091670971537	2.11237621939351	2.06453021391681	0	A	A	A -> A
scaffold_1813	9008	Y	Y	Y	Y	A	6769	175	6937	7	-9.760304	-5.265508	A	A	0.14516637576713	0.689488135517655	0.369103378616533	0.280815914237769	0	A	A	A -> A
scaffold_1814	8994	Y	Y	Y	Y	A	7013	1859	8872	0	-13.11521	-1.914935	A	A	1.57870990747518	1.2845915347987	1.04331510197926	1.27699376008081	0	A	A	A -> A
scaffold_1815	8992	NA	Y	NA	Y	A	862	5	867	0	-9.761551	-7.168254	A	A	0.99565152112306	1.97009431301531	1.04284865053493	0.881099398817185	0	A	A	A -> A
scaffold_1816	8979	Y	Y	Y	Y	A	8761	117	8876	2	-11.53089	-6.214401	A	A	1.85025430249798	1.86437379394966	1.81905892544317	1.81030319816224	0	A	A	A -> A
scaffold_1817	8960	Y	Y	Y	Y	A	3551	64	3615	0	-11.82018	-5.772048	A	A	2.03778315785523	3.3134039622903	6.47464766256973	8.18588768145457	0	A	A	A -> A
scaffold_1818	8956	Y	Y	Y	Y	A	3667	375	3714	328	-3.497203	-3.286189	A	A	0.26584464087983	0.314880056446306	0.0536629590206624	0.0607341273073853	0	A	A	A -> A
scaffold_1819	8950	Y	Y	NA	NA	B	2347	560	2354	553	-2.087769	-2.06536	A	B1	196.249357205863	65.9677914898277	0.145995794922694	0.0763974649310025	1	B	B	B1 -> B
scaffold_1820	8945	Y	Y	Y	Y	A	5056	3659	7265	1450	-2.324114	-0.4664381	A	B2	0.881222904115759	0.586679098293527	0.0858691516019801	0.14465859658841	0	A	A	B2 -> A
scaffold_1821	8920	Y	Y	Y	Y	A	7598	905	7966	537	-3.888358	-3.068227	A	A	1.64126081489406	1.21104075783818	1.33531370613208	1.37276592971537	0	A	A	A -> A
scaffold_1822	8909	Y	Y	Y	Y	A	7445	268	7686	27	-8.10085	-4.790788	A	A	1.40486271418651	1.25678320024579	1.40915332048546	1.52406197559426	0	A	A	A -> A
scaffold_1823	8909	Y	Y	NA	Y	A	3884	22	3904	2	-10.34614	-7.400137	A	A	2.68800180170035	2.06568667454305	2.38816826622102	2.29070203163949	0	A	A	A -> A
scaffold_1824	8906	Y	Y	Y	Y	A	632	16	647	1	-8.33985	-5.218599	A	A	0.925434003340653	1.14777514908745	1.22862609006721	1.13396112676974	0	A	A	A -> A
scaffold_1825	8901	Y	Y	Y	Y	A	7803	60	7855	8	-9.769654	-6.999261	A	A	0.743685603288103	0.98679268873022	0.743790145950202	0.698180159337884	0	A	A	A -> A
scaffold_1826	8898	Y	Y	Y	Y	A	1087	0	1087	0	-10.08746	-10.08746	A	A	31.9880993938029	43.9508963661722	39.2290364270521	32.5763893188224	0	A	A	A -> A
scaffold_1827	8895	Y	Y	Y	Y	A	2350	7	2357	0	-11.20335	-8.199059	A	A	303.391395004035	379.642131972316	259.55800043138	221.730660323563	0	A	A	A -> A
scaffold_1828	8823	Y	Y	Y	Y	A	8276	56	8326	6	-10.21623	-7.182002	A	A	0.357260289398119	0.500509315481931	0.204754648293857	0.201792143892862	0	A	A	A -> A
scaffold_1829	8818	Y	Y	Y	Y	A	6980	420	7292	108	-6.064112	-4.051542	A	A	0.332124692678716	0.593548799789102	0.538470845907941	0.385398914938334	0	A	A	A -> A
scaffold_1830	8810	Y	Y	Y	Y	A	7869	888	8751	6	-10.28804	-3.146108	A	A	2.02250811703545	2.76506260558241	1.82992759481152	1.55509864937519	0	A	A	A -> A
scaffold_1831	8807	Y	Y	Y	Y	A	7870	458	8279	49	-7.371559	-4.099981	A	A	1.07418501210517	1.23996173591774	1.05771898229413	1.23829648576875	0	A	A	A -> A
scaffold_1832	8795	Y	Y	Y	Y	A	7684	94	7746	32	-7.875028	-6.337974	A	A	1.57376836889815	1.14397781691199	1.63042666278542	1.51102820182799	0	A	A	A -> A
scaffold_1833	8794	NA	Y	NA	NA	A	5663	56	5678	41	-7.079104	-6.634716	A	A	0.0461629412758291	0.358587175329553	0.0427592181151504	0.0475895664641001	0	A	A	A -> A
scaffold_1834	8781	Y	Y	Y	Y	A	7412	1130	7543	999	-2.91533	-2.712459	A	A	1.66552371300415	1.4723317150896	2.16194983718039	1.98064810440053	0	A	A	A -> A
scaffold_1835	8761	Y	Y	Y	Y	A	8556	37	8587	6	-10.26075	-7.814962	A	A	13.8303680348329	18.5769967735276	19.6419476627451	19.5745222307304	0	A	A	A -> A
scaffold_1836	8752	Y	Y	Y	Y	A	8214	417	8631	0	-13.07548	-4.296686	A	A	1.60248296830133	1.83803476914101	1.58626809033727	1.64924485573242	0	A	A	A -> A
scaffold_1837	8748	Y	Y	Y	Y	A	6931	252	7183	0	-12.81057	-4.776062	A	A	0.308854606534917	0.582852690067718	1.08664598615025	0.892982942048583	0	A	A	A -> A
scaffold_1838	8734	Y	Y	Y	NA	A	8358	182	8413	127	-6.038576	-5.513415	A	B3	0.1698140119738	0.859234117449798	0.0139970504837242	0.0160054741849818	0	A	A	B3 -> A
scaffold_1839	8732	Y	NA	NA	NA	A	2104	53	2156	1	-10.07481	-5.284717	A	A	0.903410093275529	1.63739063770563	1.04347993820395	0.925681421984718	0	A	A	A -> A
scaffold_1840	8726	Y	Y	NA	Y	A	6805	1874	7980	699	-3.511143	-1.859917	A	B3	0.566330724621361	0.849315307474386	0.47142809545771	0.531654148813112	0	A	A	B3 -> A
scaffold_1841	8716	Y	Y	Y	Y	A	8423	193	8500	116	-6.183052	-5.440377	A	A	0.977788412814594	1.23121953677975	1.77778323335023	2.01034555792698	0	A	A	A -> A
scaffold_1842	8711	Y	Y	NA	NA	B	1355	2463	3022	796	-1.923329	0.8616451	B	B1	0.420387365576263	0.201716068491544	0.0471221173388419	0.0551752227960703	0	A	Bc	B1 -> Bc
scaffold_1843	8702	Y	Y	Y	Y	A	8306	146	8440	12	-9.342758	-5.820439	A	A	1.07993731584183	0.52750158222174	0.83336986618455	0.404402157089558	0	A	A	A -> A
scaffold_1844	8697	Y	Y	Y	Y	A	517	0	517	0	-9.016808	-9.016808	A	A	0.270947581780305	0.52339604391259	0.457104879678324	0.492008667459555	0	A	A	A -> A
scaffold_1845	8684	Y	Y	NA	NA	B	7083	1136	8199	20	-8.609091	-2.639332	A	B3	0.257040707167389	0.45659672584289	0.148769953512677	0.141357793382101	0	A	Bc	B3 -> Bc
scaffold_1846	8682	Y	Y	Y	Y	A	6215	2351	6641	1925	-1.78601	-1.402098	A	A	1.20320927875683	1.09735921618722	0.725026873565355	0.757682595024357	0	A	A	A -> A
scaffold_1847	8679	Y	Y	Y	Y	A	7953	468	8407	14	-9.130656	-4.084021	A	A	2.43064016665728	2.00617575309393	1.97852569779207	1.6730347512993	0	A	A	A -> A
scaffold_1848	8653	Y	Y	Y	Y	A	8234	225	8459	0	-13.04644	-5.187374	A	A	1.1285231687405	1.24290423221297	1.26142499162667	1.24850518907118	0	A	A	A -> A
scaffold_1849	8648	Y	Y	NA	NA	B	5978	283	6250	11	-9.024909	-4.395941	A	B3	0.0708631270761781	0.221181514997911	0.0783813784166253	0.0677267469329901	0	A	Bc	B3 -> Bc
scaffold_1850	8647	NA	NA	NA	NA	A	321	437	345	413	0.2588587	0.4438702	B	B1	0.0486759379164086	0.0455563556853855	0.00609543315978768	0.0117825314847098	0	A	Bc	B1 -> Bc
scaffold_1851	8638	NA	Y	Y	Y	A	4578	34	4586	26	-7.408448	-7.031534	A	A	0.0209466433947038	0.220479812982844	0.643162891507953	0.511158539565649	0	A	A	A -> A
scaffold_1852	8633	Y	Y	Y	Y	A	8198	64	8261	1	-12.01228	-6.978864	A	A	1.43923765553741	1.28080777144674	1.06522779840179	1.34133172583457	0	A	A	A -> A
scaffold_1853	8629	Y	Y	Y	Y	A	1001	25	1026	0	-10.00422	-5.268227	A	A	4.09040594561117	5.84629042903651	5.64721540762771	4.52413366134997	0	A	A	A -> A
scaffold_1854	8617	Y	Y	Y	Y	A	6670	31	6701	0	-12.71038	-7.703687	A	A	138.822667642588	159.096219435014	163.730317414947	149.173639192558	0	A	A	A -> A
scaffold_1855	8612	Y	Y	Y	Y	A	7941	613	8537	17	-8.889757	-3.693192	A	A	8.16292438488824	4.34365759267749	4.78351567610033	4.54000879779729	0	A	A	A -> A
scaffold_1856	8594	Y	Y	Y	Y	A	823	28	850	1	-8.733015	-4.82852	A	A	17.1522174051761	17.4508929739663	21.792274792508	16.4259144006908	0	A	A	A -> A
scaffold_1857	8594	Y	Y	Y	Y	A	8432	0	8432	0	-13.04183	-13.04183	A	A	1.38378845035002	0.937853819187673	2.04799189146061	1.4266442920217	0	A	A	A -> A
scaffold_1858	8592	Y	Y	Y	Y	A	5230	1072	5755	547	-3.392819	-2.285437	A	A	0.732314246570201	0.459294983315193	0.485498796169487	0.417380537317324	0	A	A	A -> A
scaffold_1859	8570	Y	Y	Y	Y	A	5655	166	5788	33	-7.411636	-5.081862	A	A	0.78843721261941	0.875448861527249	0.943624257579398	1.03816614803109	0	A	A	A -> A
scaffold_1860	8568	Y	Y	NA	Y	A	2166	28	2192	2	-9.513728	-6.223502	A	A	0.450365031998949	0.367377834551458	0.40809240648613	0.360002606754753	0	A	A	A -> A
scaffold_1861	8538	Y	Y	Y	Y	A	5441	105	5516	30	-7.475472	-5.682001	A	A	0.599099149822645	0.525561240461844	0.959360856306651	0.753495495201942	0	A	A	A -> A
scaffold_1862	8536	Y	Y	Y	Y	A	5593	1542	5878	1257	-2.224439	-1.858142	A	B2	0.801144830433722	0.532454202797698	0.418792732476068	0.305883119633751	0	A	A	B2 -> A
scaffold_1863	8522	NA	NA	NA	NA	A	345	16	359	2	-6.906891	-4.347165	A	A	0.0319313852448248	0.0524221803742475	0.0379824747528772	0.0325029733296404	0	A	A	A -> A
scaffold_1864	8511	Y	Y	NA	NA	B	4066	3948	4202	3812	-0.1404929	-0.04247762	A	B1	0.989409380102472	0.841583016485151	0.154276184848044	0.15394841884032	0	A	Bc	B1 -> Bc
scaffold_1865	8508	Y	Y	Y	Y	A	8116	50	8128	38	-7.70346	-7.314306	A	A	0.827166263160858	0.905751921200027	0.826373094519546	0.812981638671207	0	A	A	A -> A
scaffold_1866	8491	Y	Y	Y	Y	A	8453	12	8465	0	-13.04746	-9.344979	A	A	2.14558114220295	1.555673367404	1.89445220889309	2.26270548558953	0	A	A	A -> A
scaffold_1867	8486	Y	Y	Y	NA	A	7295	886	8137	44	-7.498605	-3.0401	A	A	0.585578890077511	1.16232286627828	0.496125471931372	0.465181902605126	0	A	A	A -> A
scaffold_1868	8472	Y	Y	NA	NA	B	1742	730	1764	708	-1.315811	-1.253629	A	B1	42.0178875063341	13.0746372520419	0.0352013018554597	0.01078544779159	1	B	B	B1 -> B
scaffold_1869	8469	Y	Y	Y	Y	A	4875	17	4891	1	-11.25621	-8.081557	A	A	1.12910121427097	0.299091761107294	0.741103666203138	0.611544665113475	0	A	A	A -> A
scaffold_1870	8461	Y	Y	Y	Y	A	5480	31	5511	0	-12.42836	-7.420223	A	A	0.395217986975208	0.586496888378012	1.26949845948273	1.24501213770182	0	A	A	A -> A
scaffold_1871	8454	Y	Y	Y	Y	A	6473	388	6562	299	-4.451321	-4.056815	A	A	2.85756807987538	2.0066855531767	2.41373541681645	2.49349777611235	0	A	A	A -> A
scaffold_1872	8450	Y	Y	Y	Y	A	8363	26	8389	0	-13.03446	-8.27509	A	A	1.41922376743051	1.50065760333871	1.88404999096908	1.62334023037195	0	A	A	A -> A
scaffold_1873	8432	NA	NA	NA	NA	A	2303	409	2710	2	-9.819647	-2.490445	A	A	0.0204586828819699	0.0312800149644739	0.0660993261004133	0.0460124798383812	0	A	A	A -> A
scaffold_1874	8427	Y	Y	Y	Y	A	7887	463	7955	395	-4.328471	-4.087463	A	A	1.70593059700092	1.79650447722715	1.7013448180927	1.82686912461917	0	A	A	A -> A
scaffold_1875	8426	Y	Y	NA	Y	A	977	15	991	1	-8.954196	-5.933691	A	A	7.39686203854888	7.40393515265411	8.63430382121933	6.60713273269359	0	A	A	A -> A
scaffold_1876	8411	NA	NA	NA	NA	A	241	19	260	0	-8.027906	-3.596935	A	A	0.0254152356286245	0.0147396191231245	0.0132605482031975	0.014216588735561	0	A	A	A -> A
scaffold_1877	8396	Y	Y	Y	Y	A	6988	324	7310	2	-11.25089	-4.426574	A	A	0.510919054858022	0.555406836942479	0.334663129117618	0.391710519884651	0	A	A	A -> A
scaffold_1878	8375	Y	Y	Y	Y	A	7371	257	7628	0	-12.89728	-4.836613	A	A	0.964196835763752	1.00496715860113	0.683309280104092	0.958497205884749	0	A	A	A -> A
scaffold_1879	8369	Y	Y	Y	Y	A	397	3	400	0	-8.647458	-6.636625	A	A	0.140418144623989	0.0489815144163904	0.172583527249708	0.174336499454211	0	A	A	A -> A
scaffold_1880	8360	Y	Y	Y	NA	A	6123	43	6164	2	-11.00492	-7.120827	A	A	2.6195465720774	2.99642849181558	2.80918453415354	3.26132064712687	0	A	A	A -> A
scaffold_1881	8342	Y	Y	Y	Y	A	7243	507	7739	11	-9.333155	-3.833886	A	A	1.70226526284181	0.656905513497587	1.07355728847918	1.4886492122713	0	A	A	A -> A
scaffold_1882	8342	NA	Y	Y	Y	A	8245	29	8272	2	-11.42923	-8.102588	A	A	0.737869489330556	1.52767894612886	1.3972570550781	1.35704394010981	0	A	A	A -> A
scaffold_1883	8326	Y	Y	NA	NA	B	1551	583	1554	580	-1.420305	-1.410088	A	B1	41.5831390875138	13.3918879757932	0.0350469870919207	0.0171948060411541	1	B	B	B1 -> B
scaffold_1884	8301	Y	Y	Y	Y	A	8134	123	8257	0	-13.01158	-6.03573	A	A	1.40233845691872	0.896290574416759	0.756373813486058	0.930894931491227	0	A	A	A -> A
scaffold_1885	8299	Y	Y	Y	Y	A	2797	18	2813	2	-9.873444	-7.202253	A	A	0.673242872961357	0.502424457998191	0.746167996170188	0.866752472343961	0	A	A	A -> A
scaffold_1886	8297	Y	Y	Y	Y	A	7623	596	7683	536	-3.838864	-3.674745	A	A	0.937449092581123	1.30604190634217	0.431057249023696	0.934570455693315	0	A	A	A -> A
scaffold_1887	8287	Y	Y	Y	Y	A	8042	0	8042	0	-12.97352	-12.97352	A	A	3.26573203460766	5.56826329720472	6.04790070546397	5.76919141725998	0	A	A	A -> A
scaffold_1888	8282	Y	Y	Y	Y	A	497	22	506	13	-5.178487	-4.43644	A	A	36.6081770921307	35.008886610188	42.5661282601186	33.1706088401571	0	A	A	A -> A
scaffold_1889	8272	Y	Y	Y	Y	A	7663	101	7749	15	-8.919981	-6.231457	A	A	18.2381941707486	24.4408879050415	26.1007324690538	22.1881555580899	0	A	A	A -> A
scaffold_1890	8242	Y	Y	NA	NA	B	1000	24	1024	0	-10.00141	-5.32337	A	B3	1.03855263404838	1.76459835797852	1.12171401616447	0.989429609475554	0	A	Bc	B3 -> Bc
scaffold_1891	8240	Y	Y	Y	Y	A	7973	236	8209	0	-13.00317	-5.072345	A	A	5.77379839723739	12.4238803539912	6.58310639126158	5.25595724922205	0	A	A	A -> A
scaffold_1892	8222	Y	Y	Y	Y	A	7366	2	7368	0	-12.84725	-11.2619	A	A	0.140104723833118	0.346427571073982	1.87896461807973	1.87957770572997	0	A	A	A -> A
scaffold_1893	8214	Y	Y	Y	Y	A	5081	122	5174	29	-7.430453	-5.368666	A	A	1.19451607454535	0.580088526881293	0.627580607544238	0.846608774988188	0	A	A	A -> A
scaffold_1894	8209	Y	Y	Y	Y	A	7008	1160	8107	61	-7.030934	-2.593841	A	A	2.37990916427378	2.47835336511669	1.97461522139785	1.84290718323857	0	A	A	A -> A
scaffold_1895	8174	Y	Y	Y	Y	A	2818	3585	4171	2232	-0.9017559	0.347192	B	B1	1.25187395604602	0.672482522870737	0.216503613245117	0.053337460695026	1	B	B	B1 -> B
scaffold_1896	8163	Y	Y	Y	Y	A	7628	506	7867	267	-4.875692	-3.911436	A	A	2.06333352101045	1.86774080057997	1.48119376498212	1.4811319832516	0	A	A	A -> A
scaffold_1897	8155	Y	Y	Y	Y	A	6583	1408	7773	218	-5.149654	-2.224293	A	B3	0.634102809526491	1.03612893096086	0.352318140927958	0.352547288160446	0	A	A	B3 -> A
