gene	seq	b.status.final
g4571	scaffold_479	A
g4572	scaffold_479	A
g4573	scaffold_479	A
g4574	scaffold_479	A
g4575	scaffold_479	A
g4576	scaffold_479	A
g4577	scaffold_479	A
g4578	scaffold_479	A
g4579	scaffold_479	A
g458	scaffold_88	A
g4580	scaffold_479	A
g4581	scaffold_479	A
g4582	scaffold_671	A
g4583	scaffold_671	A
g4584	scaffold_671	A
g4585	scaffold_671	A
g4586	scaffold_640	A
g4587	scaffold_640	A
g4588	scaffold_640	A
g4589	scaffold_2257	A
g459	scaffold_88	A
g4590	scaffold_793	A
g4591	scaffold_793	A
g4592	scaffold_1770	A
g4593	scaffold_888	A
g4594	scaffold_888	A
g4595	scaffold_888	A
g4596	scaffold_888	A
g4597	scaffold_888	A
g4598	scaffold_888	A
g4599	scaffold_857	A
g46	scaffold_93	A
g460	scaffold_88	A
g4600	scaffold_857	A
g4601	scaffold_857	A
g4602	scaffold_857	A
g4603	scaffold_1923	A
g4604	scaffold_1640	A
g4605	scaffold_1640	A
g4606	scaffold_1640	A
g4607	scaffold_702	A
g4608	scaffold_702	A
g4609	scaffold_702	A
g461	scaffold_88	A
g4610	scaffold_702	A
g4611	scaffold_702	A
g4612	scaffold_702	A
g4613	scaffold_383	A
g4614	scaffold_383	A
g4615	scaffold_383	A
g4616	scaffold_383	A
g4617	scaffold_383	A
g4618	scaffold_383	A
g4619	scaffold_383	A
g462	scaffold_88	A
g4620	scaffold_383	A
g4621	scaffold_383	A
g4622	scaffold_383	A
g4623	scaffold_383	A
g4624	scaffold_383	A
g4625	scaffold_383	A
g4626	scaffold_383	A
g4627	scaffold_383	A
g4628	scaffold_383	A
g4629	scaffold_383	A
g463	scaffold_88	A
g4630	scaffold_383	A
g4631	scaffold_383	A
g4632	scaffold_383	A
g4633	scaffold_383	A
g4634	scaffold_781	A
g4635	scaffold_781	A
g4636	scaffold_2174	B
g4637	scaffold_659	A
g4638	scaffold_659	A
g4639	scaffold_659	A
g464	scaffold_88	A
g4640	scaffold_659	A
g4641	scaffold_659	A
g4642	scaffold_659	A
g4643	scaffold_659	A
g4644	scaffold_659	A
g4645	scaffold_659	A
g4646	scaffold_659	A
g4647	scaffold_659	A
g4648	scaffold_659	A
g4649	scaffold_659	A
g465	scaffold_88	A
g4650	scaffold_659	A
g4651	scaffold_659	A
g4652	scaffold_659	A
g4653	scaffold_659	A
g4654	scaffold_659	A
g4655	scaffold_659	A
g4656	scaffold_501	A
g4657	scaffold_501	A
g4658	scaffold_501	A
g4659	scaffold_501	A
g466	scaffold_88	A
g4660	scaffold_501	A
g4661	scaffold_501	A
g4662	scaffold_501	A
g4663	scaffold_501	A
g4664	scaffold_501	A
g4665	scaffold_501	A
g4666	scaffold_2260	A
g4667	scaffold_2260	A
g4668	scaffold_1277	A
g4669	scaffold_821	A
g467	scaffold_88	A
g4670	scaffold_1133	A
g4671	scaffold_181	A
g4672	scaffold_181	A
g4673	scaffold_181	A
g4674	scaffold_181	A
g4675	scaffold_181	A
g4676	scaffold_181	A
g4677	scaffold_181	A
g4678	scaffold_181	A
g4679	scaffold_181	A
g468	scaffold_88	A
g4680	scaffold_181	A
g4681	scaffold_181	A
g4682	scaffold_181	A
g4683	scaffold_181	A
g4684	scaffold_181	A
g4685	scaffold_181	A
g4686	scaffold_181	A
g4687	scaffold_181	A
g4688	scaffold_181	A
g4689	scaffold_181	A
g469	scaffold_88	A
g4690	scaffold_181	A
g4691	scaffold_181	A
g4692	scaffold_181	A
g4693	scaffold_181	A
g4694	scaffold_181	A
g4695	scaffold_181	A
g4696	scaffold_181	A
g4697	scaffold_181	A
g4698	scaffold_181	A
g4699	scaffold_181	A
g47	scaffold_93	A
g470	scaffold_88	A
g4700	scaffold_181	A
g4701	scaffold_181	A
g4702	scaffold_181	A
g4703	scaffold_181	A
g4704	scaffold_181	A
g4705	scaffold_181	A
g4706	scaffold_181	A
g4707	scaffold_181	A
g4708	scaffold_181	A
g4709	scaffold_181	A
g471	scaffold_88	A
g4710	scaffold_181	A
g4711	scaffold_181	A
g4712	scaffold_181	A
g4713	scaffold_181	A
g4714	scaffold_181	A
g4715	scaffold_181	A
g4716	scaffold_181	A
g4717	scaffold_181	A
g4718	scaffold_181	A
g4719	scaffold_181	A
g472	scaffold_88	A
g4720	scaffold_181	A
g4721	scaffold_181	A
g4722	scaffold_181	A
g4723	scaffold_181	A
g4724	scaffold_181	A
g4725	scaffold_181	A
g4726	scaffold_181	A
g4727	scaffold_181	A
g4728	scaffold_181	A
g4729	scaffold_181	A
g473	scaffold_88	A
g4730	scaffold_181	A
g4731	scaffold_181	A
g4732	scaffold_181	A
g4733	scaffold_193	A
g4734	scaffold_193	A
g4735	scaffold_193	A
g4736	scaffold_193	A
g4737	scaffold_193	A
g4738	scaffold_193	A
g4739	scaffold_193	A
g474	scaffold_88	A
g4740	scaffold_193	A
g4741	scaffold_193	A
g4742	scaffold_193	A
g4743	scaffold_193	A
g4744	scaffold_193	A
g4745	scaffold_193	A
g4746	scaffold_193	A
g4747	scaffold_193	A
g4748	scaffold_193	A
g4749	scaffold_193	A
g475	scaffold_88	A
g4750	scaffold_193	A
g4751	scaffold_193	A
g4752	scaffold_193	A
g4753	scaffold_193	A
g4754	scaffold_193	A
g4755	scaffold_193	A
g4756	scaffold_193	A
g4757	scaffold_193	A
g4758	scaffold_193	A
g4759	scaffold_193	A
g476	scaffold_88	A
g4760	scaffold_193	A
g4761	scaffold_193	A
g4762	scaffold_193	A
g4763	scaffold_193	A
g4764	scaffold_193	A
g4765	scaffold_193	A
g4766	scaffold_193	A
g4767	scaffold_193	A
g4768	scaffold_193	A
g4769	scaffold_193	A
g477	scaffold_88	A
g4770	scaffold_193	A
g4771	scaffold_193	A
g4772	scaffold_193	A
g4773	scaffold_193	A
g4774	scaffold_193	A
g4775	scaffold_193	A
g4776	scaffold_193	A
g4777	scaffold_193	A
g4778	scaffold_193	A
g4779	scaffold_193	A
g478	scaffold_88	A
g4780	scaffold_193	A
g4781	scaffold_193	A
g4782	scaffold_193	A
g4783	scaffold_193	A
g4784	scaffold_193	A
g4785	scaffold_193	A
g4786	scaffold_1509	A
g4787	scaffold_1509	A
g4788	scaffold_1271	B
g4789	scaffold_2150	A
g479	scaffold_88	A
g4790	scaffold_1402	A
g4791	scaffold_1402	A
g4792	scaffold_996	A
g4793	scaffold_673	A
g4794	scaffold_673	A
g4795	scaffold_673	A
g4796	scaffold_673	A
g4797	scaffold_673	A
g4798	scaffold_673	A
g4799	scaffold_169	A
g48	scaffold_93	A
g480	scaffold_88	A
g4800	scaffold_169	A
g4801	scaffold_169	A
g4802	scaffold_169	A
g4803	scaffold_169	A
g4804	scaffold_169	A
g4805	scaffold_169	A
g4806	scaffold_169	A
g4807	scaffold_169	A
g4808	scaffold_169	A
g4809	scaffold_169	A
g481	scaffold_88	A
g4810	scaffold_169	A
g4811	scaffold_169	A
g4812	scaffold_169	A
g4813	scaffold_169	A
g4814	scaffold_169	A
g4815	scaffold_169	A
g4816	scaffold_169	A
g4817	scaffold_169	A
g4818	scaffold_169	A
g4819	scaffold_169	A
g482	scaffold_88	A
g4820	scaffold_169	A
g4821	scaffold_169	A
g4822	scaffold_169	A
g4823	scaffold_169	A
g4824	scaffold_169	A
g4825	scaffold_169	A
g4826	scaffold_169	A
g4827	scaffold_169	A
g4828	scaffold_169	A
g4829	scaffold_304	A
g483	scaffold_88	A
g4830	scaffold_304	A
g4831	scaffold_304	A
g4832	scaffold_304	A
g4833	scaffold_304	A
g4834	scaffold_304	A
g4835	scaffold_304	A
g4836	scaffold_304	A
g4837	scaffold_304	A
g4838	scaffold_304	A
g4839	scaffold_304	A
g484	scaffold_88	A
g4840	scaffold_304	A
g4841	scaffold_304	A
g4842	scaffold_304	A
g4843	scaffold_304	A
g4844	scaffold_304	A
g4845	scaffold_304	A
g4846	scaffold_304	A
g4847	scaffold_304	A
g4848	scaffold_304	A
g4849	scaffold_304	A
g485	scaffold_88	A
g4850	scaffold_304	A
g4851	scaffold_304	A
g4852	scaffold_578	A
g4853	scaffold_578	A
g4854	scaffold_578	A
g4855	scaffold_578	A
g4856	scaffold_578	A
g4857	scaffold_578	A
g4858	scaffold_578	A
g4859	scaffold_578	A
g486	scaffold_88	A
g4860	scaffold_578	A
g4861	scaffold_578	A
g4862	scaffold_578	A
g4863	scaffold_578	A
g4864	scaffold_578	A
g4865	scaffold_578	A
g4866	scaffold_578	A
g4867	scaffold_578	A
g4868	scaffold_578	A
g4869	scaffold_578	A
g487	scaffold_88	A
g4870	scaffold_578	A
g4871	scaffold_578	A
g4872	scaffold_578	A
g4873	scaffold_578	A
g4874	scaffold_1610	A
g4875	scaffold_609	A
g4876	scaffold_609	A
g4877	scaffold_609	A
g4878	scaffold_584	A
g4879	scaffold_584	A
g488	scaffold_88	A
g4880	scaffold_584	A
g4881	scaffold_584	A
g4882	scaffold_584	A
g4883	scaffold_584	A
g4884	scaffold_584	A
g4885	scaffold_584	A
g4886	scaffold_584	A
g4887	scaffold_584	A
g4888	scaffold_584	A
g4889	scaffold_584	A
g489	scaffold_88	A
g4890	scaffold_584	A
g4891	scaffold_584	A
g4892	scaffold_1696	A
g4893	scaffold_760	A
g4894	scaffold_1500	A
g4895	scaffold_281	A
g4896	scaffold_281	A
g4897	scaffold_281	A
g4898	scaffold_281	A
g4899	scaffold_281	A
g49	scaffold_93	A
g490	scaffold_88	A
g4900	scaffold_281	A
g4901	scaffold_281	A
g4902	scaffold_281	A
g4903	scaffold_281	A
g4904	scaffold_281	A
g4905	scaffold_281	A
g4906	scaffold_281	A
g4907	scaffold_281	A
g4908	scaffold_281	A
g4909	scaffold_281	A
g491	scaffold_88	A
g4910	scaffold_281	A
g4911	scaffold_281	A
g4912	scaffold_281	A
g4913	scaffold_281	A
g4914	scaffold_281	A
g4915	scaffold_281	A
g4916	scaffold_281	A
g4917	scaffold_281	A
g4918	scaffold_281	A
g4919	scaffold_281	A
g492	scaffold_88	A
g4920	scaffold_281	A
g4921	scaffold_281	A
g4922	scaffold_281	A
g4923	scaffold_281	A
g4924	scaffold_281	A
g4925	scaffold_281	A
g4926	scaffold_281	A
g4927	scaffold_281	A
g4928	scaffold_281	A
g4929	scaffold_1053	A
g493	scaffold_1491	A
g4930	scaffold_2185	A
g4931	scaffold_2185	A
g4932	scaffold_1210	A
g4933	scaffold_358	A
g4934	scaffold_358	A
g4935	scaffold_358	A
g4936	scaffold_358	A
g4937	scaffold_358	A
g4938	scaffold_358	A
g4939	scaffold_358	A
g494	scaffold_947	A
g4940	scaffold_358	A
g4941	scaffold_358	A
g4942	scaffold_1334	A
g4943	scaffold_622	A
g4944	scaffold_622	A
g4945	scaffold_622	A
g4946	scaffold_622	A
g4947	scaffold_622	A
g4948	scaffold_622	A
g4949	scaffold_622	A
g495	scaffold_947	A
g4950	scaffold_622	A
g4951	scaffold_1896	A
g4952	scaffold_176	A
g4953	scaffold_176	A
g4954	scaffold_176	A
g4955	scaffold_176	A
g4956	scaffold_176	A
g4957	scaffold_176	A
g4958	scaffold_176	A
g4959	scaffold_176	A
g496	scaffold_1789	A
g4960	scaffold_176	A
g4961	scaffold_176	A
g4962	scaffold_176	A
g4963	scaffold_176	A
g4964	scaffold_176	A
g4965	scaffold_176	A
g4966	scaffold_176	A
g4967	scaffold_176	A
g4968	scaffold_176	A
g4969	scaffold_176	A
g497	scaffold_1342	A
g4970	scaffold_176	A
g4971	scaffold_176	A
g4972	scaffold_176	A
g4973	scaffold_176	A
g4974	scaffold_176	A
g4975	scaffold_176	A
g4976	scaffold_176	A
g4977	scaffold_176	A
g4978	scaffold_176	A
g4979	scaffold_176	A
g498	scaffold_1415	A
g4980	scaffold_176	A
g4981	scaffold_176	A
g4982	scaffold_176	A
g4983	scaffold_176	A
g4984	scaffold_176	A
g4985	scaffold_176	A
g4986	scaffold_176	A
g4987	scaffold_176	A
g4988	scaffold_176	A
g4989	scaffold_176	A
g499	scaffold_559	A
g4990	scaffold_176	A
g4991	scaffold_176	A
g4992	scaffold_176	A
g4993	scaffold_176	A
g4994	scaffold_176	A
g4995	scaffold_176	A
g4996	scaffold_176	A
g4997	scaffold_176	A
g4998	scaffold_176	A
g4999	scaffold_176	A
g5	scaffold_93	A
g50	scaffold_93	A
g500	scaffold_559	A
g5000	scaffold_176	A
g5001	scaffold_176	A
g5002	scaffold_176	A
g5003	scaffold_176	A
g5004	scaffold_176	A
g5005	scaffold_678	A
g5006	scaffold_678	A
g5007	scaffold_678	A
g5008	scaffold_678	A
g5009	scaffold_678	A
g501	scaffold_559	A
g5010	scaffold_678	A
g5011	scaffold_678	A
g5012	scaffold_678	A
g5013	scaffold_678	A
g5014	scaffold_678	A
g5015	scaffold_678	A
g5016	scaffold_678	A
g5017	scaffold_678	A
g5018	scaffold_678	A
g5019	scaffold_430	A
g502	scaffold_559	A
g5020	scaffold_430	A
g5021	scaffold_430	A
g5022	scaffold_430	A
g5023	scaffold_430	A
g5024	scaffold_430	A
g5025	scaffold_430	A
g5026	scaffold_430	A
g5027	scaffold_430	A
g5028	scaffold_155	A
g5029	scaffold_155	A
g503	scaffold_559	A
g5030	scaffold_155	A
g5031	scaffold_155	A
g5032	scaffold_155	A
g5033	scaffold_155	A
g5034	scaffold_155	A
g5035	scaffold_155	A
g5036	scaffold_155	A
g5037	scaffold_155	A
g5038	scaffold_155	A
g5039	scaffold_155	A
g504	scaffold_559	A
g5040	scaffold_155	A
g5041	scaffold_155	A
g5042	scaffold_155	A
g5043	scaffold_155	A
g5044	scaffold_155	A
g5045	scaffold_155	A
g5046	scaffold_155	A
g5047	scaffold_155	A
g5048	scaffold_155	A
g5049	scaffold_155	A
g505	scaffold_1924	A
g5050	scaffold_155	A
g5051	scaffold_155	A
g5052	scaffold_155	A
g5053	scaffold_155	A
g5054	scaffold_155	A
g5055	scaffold_155	A
g5056	scaffold_155	A
g5057	scaffold_155	A
g5058	scaffold_155	A
g5059	scaffold_155	A
g506	scaffold_816	A
g5060	scaffold_155	A
g5061	scaffold_155	A
g5062	scaffold_155	A
g5063	scaffold_155	A
g5064	scaffold_155	A
g5065	scaffold_155	A
g5066	scaffold_155	A
g5067	scaffold_155	A
g5068	scaffold_155	A
g5069	scaffold_155	A
g507	scaffold_816	A
g5070	scaffold_155	A
g5071	scaffold_619	A
g5072	scaffold_619	A
g5073	scaffold_619	A
g5074	scaffold_619	A
g5075	scaffold_619	A
g5076	scaffold_619	A
g5077	scaffold_619	A
g5078	scaffold_619	A
g5079	scaffold_619	A
g508	scaffold_942	A
g5080	scaffold_619	A
g5081	scaffold_619	A
g5082	scaffold_619	A
g5083	scaffold_619	A
g5084	scaffold_619	A
g5085	scaffold_1865	A
g5086	scaffold_300	A
g5087	scaffold_300	A
g5088	scaffold_300	A
g5089	scaffold_300	A
g509	scaffold_384	A
g5090	scaffold_300	A
g5091	scaffold_300	A
g5092	scaffold_300	A
g5093	scaffold_300	A
g5094	scaffold_300	A
g5095	scaffold_300	A
g5096	scaffold_300	A
g5097	scaffold_300	A
g5098	scaffold_300	A
g5099	scaffold_300	A
g51	scaffold_93	A
g510	scaffold_384	A
g5100	scaffold_300	A
g5101	scaffold_300	A
g5102	scaffold_300	A
g5103	scaffold_300	A
g5104	scaffold_300	A
g5105	scaffold_300	A
g5106	scaffold_300	A
g5107	scaffold_300	A
g5108	scaffold_300	A
g5109	scaffold_300	A
g511	scaffold_384	A
g5110	scaffold_300	A
g5111	scaffold_300	A
g5112	scaffold_300	A
g5113	scaffold_300	A
g5114	scaffold_300	A
g5115	scaffold_300	A
g5116	scaffold_300	A
g5117	scaffold_300	A
g5118	scaffold_300	A
g5119	scaffold_300	A
g512	scaffold_384	A
g5120	scaffold_300	A
g5121	scaffold_300	A
g5122	scaffold_300	A
g5123	scaffold_300	A
g5124	scaffold_466	A
g5125	scaffold_466	A
g5126	scaffold_466	A
g5127	scaffold_466	A
g5128	scaffold_466	A
g5129	scaffold_466	A
g513	scaffold_384	A
g5130	scaffold_466	A
g5131	scaffold_466	A
g5132	scaffold_466	A
g5133	scaffold_466	A
g5134	scaffold_174	A
g5135	scaffold_174	A
g5136	scaffold_174	A
g5137	scaffold_174	A
g5138	scaffold_174	A
g5139	scaffold_174	A
g514	scaffold_384	A
g5140	scaffold_174	A
g5141	scaffold_174	A
g5142	scaffold_174	A
g5143	scaffold_174	A
g5144	scaffold_174	A
g5145	scaffold_174	A
g5146	scaffold_174	A
g5147	scaffold_174	A
g5148	scaffold_174	A
g5149	scaffold_174	A
g515	scaffold_384	A
g5150	scaffold_174	A
g5151	scaffold_174	A
g5152	scaffold_174	A
g5153	scaffold_174	A
g5154	scaffold_174	A
g5155	scaffold_174	A
g5156	scaffold_174	A
g5157	scaffold_174	A
g5158	scaffold_174	A
g5159	scaffold_174	A
g516	scaffold_384	A
g5160	scaffold_174	A
g5161	scaffold_174	A
g5162	scaffold_174	A
g5163	scaffold_174	A
g5164	scaffold_174	A
g5165	scaffold_174	A
g5166	scaffold_174	A
g5167	scaffold_174	A
g5168	scaffold_174	A
g5169	scaffold_473	A
g517	scaffold_384	A
g5170	scaffold_473	A
g5171	scaffold_473	A
g5172	scaffold_473	A
g5173	scaffold_473	A
g5174	scaffold_473	A
g5175	scaffold_473	A
g5176	scaffold_473	A
g5177	scaffold_473	A
g5178	scaffold_473	A
g5179	scaffold_473	A
g518	scaffold_384	A
g5180	scaffold_473	A
g5181	scaffold_504	A
g5182	scaffold_504	A
g5183	scaffold_504	A
g5184	scaffold_504	A
g5185	scaffold_504	A
g5186	scaffold_504	A
g5187	scaffold_504	A
g5188	scaffold_504	A
g5189	scaffold_504	A
g519	scaffold_384	A
g5190	scaffold_504	A
g5191	scaffold_504	A
g5192	scaffold_504	A
g5193	scaffold_504	A
g5194	scaffold_504	A
g5195	scaffold_504	A
g5196	scaffold_504	A
g5197	scaffold_504	A
g5198	scaffold_504	A
g5199	scaffold_504	A
g52	scaffold_93	A
g520	scaffold_262	A
g5200	scaffold_504	A
g5201	scaffold_504	A
g5202	scaffold_504	A
g5203	scaffold_504	A
g5204	scaffold_504	A
g5205	scaffold_955	A
g5206	scaffold_955	A
g5207	scaffold_224	A
g5208	scaffold_224	A
g5209	scaffold_224	A
g521	scaffold_262	A
g5210	scaffold_224	A
g5211	scaffold_224	A
g5212	scaffold_224	A
g5213	scaffold_224	A
g5214	scaffold_224	A
g5215	scaffold_224	A
g5216	scaffold_224	A
g5217	scaffold_224	A
g5218	scaffold_224	A
g5219	scaffold_224	A
g522	scaffold_262	A
g5220	scaffold_224	A
g5221	scaffold_224	A
g5222	scaffold_224	A
g5223	scaffold_224	A
g5224	scaffold_224	A
g5225	scaffold_224	A
g5226	scaffold_224	A
g5227	scaffold_224	A
g5228	scaffold_224	A
g5229	scaffold_224	A
g523	scaffold_262	A
g5230	scaffold_224	A
g5231	scaffold_1570	A
g5232	scaffold_2160	A
g5233	scaffold_1224	A
g5234	scaffold_658	A
g5235	scaffold_658	A
g5236	scaffold_658	A
g5237	scaffold_658	A
g5238	scaffold_658	A
g5239	scaffold_658	A
g524	scaffold_262	A
g5240	scaffold_658	A
g5241	scaffold_658	A
g5242	scaffold_1296	A
g5243	scaffold_1059	A
g5244	scaffold_1059	A
g5245	scaffold_910	A
g5246	scaffold_910	A
g5247	scaffold_910	A
g5248	scaffold_814	A
g5249	scaffold_814	A
g525	scaffold_262	A
g5250	scaffold_814	A
g5251	scaffold_814	A
g5252	scaffold_814	A
g5253	scaffold_814	A
g5254	scaffold_814	A
g5255	scaffold_317	A
g5256	scaffold_317	A
g5257	scaffold_317	A
g5258	scaffold_317	A
g5259	scaffold_317	A
g526	scaffold_262	A
g5260	scaffold_317	A
g5261	scaffold_317	A
g5262	scaffold_317	A
g5263	scaffold_317	A
g5264	scaffold_317	A
g5265	scaffold_317	A
g5266	scaffold_317	A
g5267	scaffold_317	A
g5268	scaffold_317	A
g5269	scaffold_317	A
g527	scaffold_262	A
g5270	scaffold_317	A
g5271	scaffold_317	A
g5272	scaffold_317	A
g5273	scaffold_317	A
g5274	scaffold_317	A
g5275	scaffold_317	A
g5276	scaffold_317	A
g5277	scaffold_317	A
g5278	scaffold_317	A
g5279	scaffold_317	A
g528	scaffold_262	A
g5280	scaffold_317	A
g5281	scaffold_317	A
g5282	scaffold_317	A
g5283	scaffold_317	A
g5284	scaffold_317	A
g5285	scaffold_1073	A
g5286	scaffold_500	A
g5287	scaffold_500	A
g5288	scaffold_500	A
g5289	scaffold_500	A
g529	scaffold_262	A
g5290	scaffold_500	A
g5291	scaffold_500	A
g5292	scaffold_500	A
g5293	scaffold_500	A
g5294	scaffold_500	A
g5295	scaffold_500	A
g5296	scaffold_500	A
g5297	scaffold_500	A
g5298	scaffold_500	A
g5299	scaffold_500	A
g53	scaffold_93	A
g530	scaffold_262	A
g5300	scaffold_500	A
g5301	scaffold_500	A
g5302	scaffold_500	A
g5303	scaffold_500	A
g5304	scaffold_500	A
g5305	scaffold_500	A
g5306	scaffold_500	A
g5307	scaffold_500	A
g5308	scaffold_500	A
g5309	scaffold_1578	A
g531	scaffold_262	A
g5310	scaffold_1578	A
g5311	scaffold_1578	A
g5312	scaffold_1578	A
g5313	scaffold_613	A
g5314	scaffold_613	A
g5315	scaffold_613	A
g5316	scaffold_613	A
g5317	scaffold_613	A
g5318	scaffold_613	A
g5319	scaffold_613	A
g532	scaffold_262	A
g5320	scaffold_613	A
g5321	scaffold_613	A
g5322	scaffold_613	A
g5323	scaffold_613	A
g5324	scaffold_1973	A
g5325	scaffold_325	A
g5326	scaffold_325	A
g5327	scaffold_325	A
g5328	scaffold_325	A
g5329	scaffold_325	A
g533	scaffold_262	A
g5330	scaffold_325	A
g5331	scaffold_325	A
g5332	scaffold_325	A
g5333	scaffold_325	A
g5334	scaffold_325	A
g5335	scaffold_325	A
g5336	scaffold_325	A
g5337	scaffold_325	A
g5338	scaffold_325	A
g5339	scaffold_325	A
g534	scaffold_262	A
g5340	scaffold_325	A
g5341	scaffold_325	A
g5342	scaffold_325	A
g5343	scaffold_325	A
g5344	scaffold_325	A
g5345	scaffold_325	A
g5346	scaffold_325	A
g5347	scaffold_325	A
g5348	scaffold_325	A
g5349	scaffold_325	A
g535	scaffold_262	A
g5350	scaffold_325	A
g5351	scaffold_325	A
g5352	scaffold_257	A
g5353	scaffold_257	A
g5354	scaffold_257	A
g5355	scaffold_257	A
g5356	scaffold_257	A
g5357	scaffold_257	A
g5358	scaffold_257	A
g5359	scaffold_257	A
g536	scaffold_262	A
g5360	scaffold_257	A
g5361	scaffold_257	A
g5362	scaffold_257	A
g5363	scaffold_257	A
g5364	scaffold_257	A
g5365	scaffold_257	A
g5366	scaffold_257	A
g5367	scaffold_257	A
g5368	scaffold_841	A
g5369	scaffold_841	A
g537	scaffold_262	A
g5370	scaffold_841	A
g5371	scaffold_841	A
g5372	scaffold_841	A
g5373	scaffold_841	A
g5374	scaffold_841	A
g5375	scaffold_223	A
g5376	scaffold_223	A
g5377	scaffold_223	A
g5378	scaffold_223	A
g5379	scaffold_223	A
g538	scaffold_262	A
g5380	scaffold_223	A
g5381	scaffold_223	A
g5382	scaffold_223	A
g5383	scaffold_223	A
g5384	scaffold_223	A
g5385	scaffold_223	A
g5386	scaffold_223	A
g5387	scaffold_223	A
g5388	scaffold_223	A
g5389	scaffold_223	A
g539	scaffold_262	A
g5390	scaffold_223	A
g5391	scaffold_223	A
g5392	scaffold_223	A
g5393	scaffold_223	A
g5394	scaffold_223	A
g5395	scaffold_223	A
g5396	scaffold_223	A
g5397	scaffold_223	A
g5398	scaffold_223	A
g5399	scaffold_223	A
g54	scaffold_93	A
g540	scaffold_262	A
g5400	scaffold_223	A
g5401	scaffold_223	A
g5402	scaffold_223	A
g5403	scaffold_223	A
g5404	scaffold_223	A
g5405	scaffold_223	A
g5406	scaffold_223	A
g5407	scaffold_195	A
g5408	scaffold_195	A
g5409	scaffold_195	A
g541	scaffold_262	A
g5410	scaffold_195	A
g5411	scaffold_195	A
g5412	scaffold_195	A
g5413	scaffold_195	A
g5414	scaffold_195	A
g5415	scaffold_195	A
g5416	scaffold_195	A
g5417	scaffold_195	A
g5418	scaffold_195	A
g5419	scaffold_195	A
g542	scaffold_262	A
g5420	scaffold_195	A
g5421	scaffold_195	A
g5422	scaffold_195	A
g5423	scaffold_195	A
g5424	scaffold_195	A
g5425	scaffold_195	A
g5426	scaffold_195	A
g5427	scaffold_195	A
g5428	scaffold_195	A
g5429	scaffold_195	A
g543	scaffold_262	A
g5430	scaffold_195	A
g5431	scaffold_195	A
g5432	scaffold_195	A
g5433	scaffold_195	A
g5434	scaffold_912	A
g5435	scaffold_912	A
g5436	scaffold_1322	A
g5437	scaffold_976	A
g5438	scaffold_648	A
g5439	scaffold_648	A
g544	scaffold_262	A
g5440	scaffold_648	A
g5441	scaffold_648	A
g5442	scaffold_648	A
g5443	scaffold_648	A
g5444	scaffold_27	A
g5445	scaffold_27	A
g5446	scaffold_27	A
g5447	scaffold_27	A
g5448	scaffold_27	A
g5449	scaffold_27	A
g545	scaffold_262	A
g5450	scaffold_27	A
g5451	scaffold_27	A
g5452	scaffold_27	A
g5453	scaffold_27	A
g5454	scaffold_27	A
g5455	scaffold_27	A
g5456	scaffold_27	A
g5457	scaffold_27	A
g5458	scaffold_27	A
g5459	scaffold_27	A
g546	scaffold_262	A
g5460	scaffold_27	A
g5461	scaffold_27	A
g5462	scaffold_27	A
g5463	scaffold_27	A
g5464	scaffold_27	A
g5465	scaffold_27	A
g5466	scaffold_27	A
g5467	scaffold_27	A
g5468	scaffold_27	A
g5469	scaffold_27	A
g547	scaffold_262	A
g5470	scaffold_27	A
g5471	scaffold_27	A
g5472	scaffold_27	A
g5473	scaffold_27	A
g5474	scaffold_27	A
g5475	scaffold_27	A
g5476	scaffold_27	A
g5477	scaffold_27	A
g5478	scaffold_27	A
g5479	scaffold_27	A
g548	scaffold_262	A
g5480	scaffold_27	A
g5481	scaffold_27	A
g5482	scaffold_27	A
g5483	scaffold_27	A
g5484	scaffold_27	A
g5485	scaffold_27	A
g5486	scaffold_27	A
g5487	scaffold_27	A
g5488	scaffold_27	A
g5489	scaffold_27	A
g549	scaffold_262	A
g5490	scaffold_27	A
g5491	scaffold_27	A
g5492	scaffold_27	A
g5493	scaffold_27	A
g5494	scaffold_27	A
g5495	scaffold_27	A
g5496	scaffold_27	A
g5497	scaffold_27	A
g5498	scaffold_27	A
g5499	scaffold_27	A
g55	scaffold_93	A
g550	scaffold_262	A
g5500	scaffold_27	A
g5501	scaffold_27	A
g5502	scaffold_27	A
g5503	scaffold_27	A
g5504	scaffold_27	A
g5505	scaffold_27	A
g5506	scaffold_27	A
g5507	scaffold_27	A
g5508	scaffold_27	A
g5509	scaffold_27	A
g551	scaffold_262	A
g5510	scaffold_27	A
g5511	scaffold_27	A
g5512	scaffold_27	A
g5513	scaffold_27	A
g5514	scaffold_27	A
g5515	scaffold_27	A
g5516	scaffold_27	A
g5517	scaffold_27	A
g5518	scaffold_27	A
g5519	scaffold_27	A
g552	scaffold_107	A
g5520	scaffold_27	A
g5521	scaffold_27	A
g5522	scaffold_27	A
g5523	scaffold_27	A
g5524	scaffold_27	A
g5525	scaffold_27	A
g5526	scaffold_27	A
g5527	scaffold_27	A
g5528	scaffold_27	A
g5529	scaffold_27	A
g553	scaffold_107	A
g5530	scaffold_27	A
g5531	scaffold_27	A
g5532	scaffold_27	A
g5533	scaffold_27	A
g5534	scaffold_452	A
g5535	scaffold_452	A
g5536	scaffold_452	A
g5537	scaffold_452	A
g5538	scaffold_452	A
g5539	scaffold_452	A
g554	scaffold_107	A
g5540	scaffold_452	A
g5541	scaffold_452	A
g5542	scaffold_452	A
