gene,seq,b.status.final,transcripts
g18207,scaffold_78,A,g18207.t2
g18181,scaffold_78,A,g18181.t1
g18197,scaffold_78,A,g18197.t1
g18198,scaffold_78,A,g18198.t1
g18187,scaffold_78,A,g18187.t1
g18183,scaffold_78,A,g18183.t1
g18213,scaffold_78,A,g18213.t1
g18200,scaffold_78,A,g18200.t1
g18236,scaffold_78,A,g18236.t1
g18201,scaffold_78,A,g18201.t1
g18191,scaffold_78,A,g18191.t1
g18192,scaffold_78,A,g18192.t1
g18204,scaffold_78,A,g18204.t1
g18210,scaffold_78,A,g18210.t1
g18206,scaffold_78,A,g18206.t1
g18234,scaffold_78,A,g18234.t1
g18231,scaffold_78,A,g18231.t1
g18179,scaffold_78,A,g18179.t1
g18224,scaffold_78,A,g18224.t1
g18216,scaffold_78,A,g18216.t1
g18211,scaffold_78,A,g18211.t1
g18218,scaffold_78,A,g18218.t1
g18178,scaffold_78,A,g18178.t1
g18178,scaffold_78,A,g18178.t2
g18175,scaffold_78,A,g18175.t1
g18215,scaffold_78,A,g18215.t1
g18196,scaffold_78,A,g18196.t1
g18220,scaffold_78,A,g18220.t1
g18220,scaffold_78,A,g18220.t2
g18225,scaffold_78,A,g18225.t1
g18223,scaffold_78,A,g18223.t1
g18188,scaffold_78,A,g18188.t1
g18237,scaffold_78,A,g18237.t1
g18233,scaffold_78,A,g18233.t1
g18233,scaffold_78,A,g18233.t2
g18228,scaffold_78,A,g18228.t1
g18227,scaffold_78,A,g18227.t1
g18227,scaffold_78,A,g18227.t2
g18205,scaffold_78,A,g18205.t1
g18209,scaffold_78,A,g18209.t1
g18221,scaffold_78,A,g18221.t1
g18221,scaffold_78,A,g18221.t2
g18235,scaffold_78,A,g18235.t1
g18232,scaffold_78,A,g18232.t1
g18212,scaffold_78,A,g18212.t1
g18212,scaffold_78,A,g18212.t2
g18214,scaffold_78,A,g18214.t1
g18202,scaffold_78,A,g18202.t1
g18177,scaffold_78,A,g18177.t1
g18194,scaffold_78,A,g18194.t1
g18230,scaffold_78,A,g18230.t1
g18222,scaffold_78,A,g18222.t1
g10507,scaffold_780,A,g10507.t1
g4634,scaffold_781,A,g4634.t1
g4635,scaffold_781,A,g4635.t1
g23136,scaffold_783,A,g23136.t1
g9700,scaffold_784,A,g9700.t1
g9702,scaffold_784,A,g9702.t1
g9701,scaffold_784,A,g9701.t1
g8075,scaffold_785,A,g8075.t1
g8076,scaffold_785,A,g8076.t1
g14661,scaffold_787,A,g14661.t1
g14660,scaffold_787,A,g14660.t1
g2934,scaffold_788,A,g2934.t1
g14117,scaffold_789,A,g14117.t1
g14119,scaffold_789,A,g14119.t1
g14119,scaffold_789,A,g14119.t2
g14120,scaffold_789,A,g14120.t1
g14118,scaffold_789,A,g14118.t1
g7087,scaffold_79,A,g7087.t1
g7087,scaffold_79,A,g7087.t2
g7078,scaffold_79,A,g7078.t1
g7090,scaffold_79,A,g7090.t1
g7084,scaffold_79,A,g7084.t1
g7094,scaffold_79,A,g7094.t1
g7075,scaffold_79,A,g7075.t1
g7075,scaffold_79,A,g7075.t2
g7077,scaffold_79,A,g7077.t1
g7085,scaffold_79,A,g7085.t1
g7074,scaffold_79,A,g7074.t1
g7102,scaffold_79,A,g7102.t1
g7101,scaffold_79,A,g7101.t1
g7112,scaffold_79,A,g7112.t1
g7136,scaffold_79,A,g7136.t1
g7092,scaffold_79,A,g7092.t1
g7106,scaffold_79,A,g7106.t1
g7096,scaffold_79,A,g7096.t1
g7104,scaffold_79,A,g7104.t1
g7120,scaffold_79,A,g7120.t1
g7086,scaffold_79,A,g7086.t1
g7123,scaffold_79,A,g7123.t1
g7123,scaffold_79,A,g7123.t2
g7123,scaffold_79,A,g7123.t3
g7097,scaffold_79,A,g7097.t1
g7111,scaffold_79,A,g7111.t1
g7100,scaffold_79,A,g7100.t1
g7114,scaffold_79,A,g7114.t1
g7124,scaffold_79,A,g7124.t1
g7116,scaffold_79,A,g7116.t1
g7117,scaffold_79,A,g7117.t1
g7081,scaffold_79,A,g7081.t1
g7107,scaffold_79,A,g7107.t1
g7082,scaffold_79,A,g7082.t1
g7073,scaffold_79,A,g7073.t1
g7072,scaffold_79,A,g7072.t1
g7146,scaffold_79,A,g7146.t1
g7146,scaffold_79,A,g7146.t2
g7110,scaffold_79,A,g7110.t1
g7135,scaffold_79,A,g7135.t1
g7076,scaffold_79,A,g7076.t1
g7125,scaffold_79,A,g7125.t1
g7126,scaffold_79,A,g7126.t1
g7091,scaffold_79,A,g7091.t1
g7093,scaffold_79,A,g7093.t1
g7129,scaffold_79,A,g7129.t1
g7083,scaffold_79,A,g7083.t1
g7095,scaffold_79,A,g7095.t1
g7156,scaffold_79,A,g7156.t1
g7109,scaffold_79,A,g7109.t1
g7121,scaffold_79,A,g7121.t1
g7122,scaffold_79,A,g7122.t1
g7147,scaffold_79,A,g7147.t1
g7148,scaffold_79,A,g7148.t1
g7137,scaffold_79,A,g7137.t1
g7138,scaffold_79,A,g7138.t1
g7139,scaffold_79,A,g7139.t1
g7079,scaffold_79,A,g7079.t1
g7105,scaffold_79,A,g7105.t1
g7141,scaffold_79,A,g7141.t1
g7070,scaffold_79,A,g7070.t1
g7130,scaffold_79,A,g7130.t1
g7142,scaffold_79,A,g7142.t1
g7145,scaffold_79,A,g7145.t1
g7143,scaffold_79,A,g7143.t1
g7099,scaffold_79,A,g7099.t1
g7134,scaffold_79,A,g7134.t1
g7149,scaffold_79,A,g7149.t1
g7149,scaffold_79,A,g7149.t2
g7113,scaffold_79,A,g7113.t1
g7115,scaffold_79,A,g7115.t1
g7155,scaffold_79,A,g7155.t1
g7080,scaffold_79,A,g7080.t1
g7153,scaffold_79,A,g7153.t1
g7119,scaffold_79,A,g7119.t1
g7133,scaffold_79,A,g7133.t1
g7133,scaffold_79,A,g7133.t2
g7154,scaffold_79,A,g7154.t1
g7071,scaffold_79,A,g7071.t1
g7098,scaffold_79,A,g7098.t1
g7140,scaffold_79,A,g7140.t1
g7131,scaffold_79,A,g7131.t1
g7089,scaffold_79,A,g7089.t1
g7088,scaffold_79,A,g7088.t1
g7144,scaffold_79,A,g7144.t1
g7118,scaffold_79,A,g7118.t1
g7127,scaffold_79,A,g7127.t1
g7128,scaffold_79,A,g7128.t1
g7103,scaffold_79,A,g7103.t1
g7152,scaffold_79,A,g7152.t1
g7132,scaffold_79,A,g7132.t1
g7150,scaffold_79,A,g7150.t1
g7108,scaffold_79,A,g7108.t1
g7151,scaffold_79,A,g7151.t1
g1132,scaffold_790,A,g1132.t1
g1135,scaffold_790,A,g1135.t1
g1133,scaffold_790,A,g1133.t1
g1131,scaffold_790,A,g1131.t1
g1134,scaffold_790,A,g1134.t1
g4299,scaffold_791,A,g4299.t1
g4300,scaffold_791,A,g4300.t1
g4298,scaffold_791,A,g4298.t1
g21880,scaffold_792,A,g21880.t1
g21882,scaffold_792,A,g21882.t1
g21879,scaffold_792,A,g21879.t1
g21881,scaffold_792,A,g21881.t1
g21883,scaffold_792,A,g21883.t1
g4591,scaffold_793,A,g4591.t1
g4590,scaffold_793,A,g4590.t1
g13050,scaffold_794,A,g13050.t1
g13044,scaffold_794,A,g13044.t1
g13048,scaffold_794,A,g13048.t1
g13046,scaffold_794,A,g13046.t1
g13045,scaffold_794,A,g13045.t1
g13049,scaffold_794,A,g13049.t1
g13047,scaffold_794,A,g13047.t1
g4398,scaffold_795,A,g4398.t1
g4402,scaffold_795,A,g4402.t1
g4403,scaffold_795,A,g4403.t1
g4399,scaffold_795,A,g4399.t1
g4400,scaffold_795,A,g4400.t1
g4401,scaffold_795,A,g4401.t1
g4396,scaffold_795,A,g4396.t1
g4396,scaffold_795,A,g4396.t2
g4397,scaffold_795,A,g4397.t1
g19116,scaffold_797,A,g19116.t1
g19117,scaffold_797,A,g19117.t1
g18473,scaffold_798,B2,g18473.t1
g18477,scaffold_798,B2,g18477.t1
g18472,scaffold_798,B2,g18472.t1
g18476,scaffold_798,B2,g18476.t1
g18476,scaffold_798,B2,g18476.t2
g18475,scaffold_798,B2,g18475.t1
g18474,scaffold_798,B2,g18474.t1
g21147,scaffold_799,A,g21147.t1
g21146,scaffold_799,A,g21146.t1
g16861,scaffold_8,A,g16861.t1
g16897,scaffold_8,A,g16897.t1
g16839,scaffold_8,A,g16839.t1
g16888,scaffold_8,A,g16888.t1
g16840,scaffold_8,A,g16840.t1
g16799,scaffold_8,A,g16799.t1
g16913,scaffold_8,A,g16913.t1
g16834,scaffold_8,A,g16834.t1
g16788,scaffold_8,A,g16788.t1
g16836,scaffold_8,A,g16836.t1
g16884,scaffold_8,A,g16884.t1
g16811,scaffold_8,A,g16811.t1
g16910,scaffold_8,A,g16910.t1
g16875,scaffold_8,A,g16875.t1
g16876,scaffold_8,A,g16876.t1
g16876,scaffold_8,A,g16876.t2
g16850,scaffold_8,A,g16850.t1
g16850,scaffold_8,A,g16850.t2
g16841,scaffold_8,A,g16841.t1
g16797,scaffold_8,A,g16797.t1
g16869,scaffold_8,A,g16869.t1
g16894,scaffold_8,A,g16894.t1
g16894,scaffold_8,A,g16894.t2
g16894,scaffold_8,A,g16894.t3
g16855,scaffold_8,A,g16855.t1
g16858,scaffold_8,A,g16858.t1
g16858,scaffold_8,A,g16858.t2
g16859,scaffold_8,A,g16859.t1
g16822,scaffold_8,A,g16822.t1
g16898,scaffold_8,A,g16898.t1
g16860,scaffold_8,A,g16860.t1
g16887,scaffold_8,A,g16887.t1
g16852,scaffold_8,A,g16852.t1
g16792,scaffold_8,A,g16792.t1
g16794,scaffold_8,A,g16794.t1
g16903,scaffold_8,A,g16903.t1
g16879,scaffold_8,A,g16879.t1
g16857,scaffold_8,A,g16857.t1
g16905,scaffold_8,A,g16905.t1
g16798,scaffold_8,A,g16798.t1
g16833,scaffold_8,A,g16833.t1
g16908,scaffold_8,A,g16908.t1
g16835,scaffold_8,A,g16835.t1
g16873,scaffold_8,A,g16873.t1
g16838,scaffold_8,A,g16838.t1
g16837,scaffold_8,A,g16837.t1
g16837,scaffold_8,A,g16837.t2
g16911,scaffold_8,A,g16911.t1
g16912,scaffold_8,A,g16912.t1
g16902,scaffold_8,A,g16902.t1
g16793,scaffold_8,A,g16793.t1
g16830,scaffold_8,A,g16830.t1
g16845,scaffold_8,A,g16845.t1
g16918,scaffold_8,A,g16918.t1
g16883,scaffold_8,A,g16883.t1
g16848,scaffold_8,A,g16848.t1
g16919,scaffold_8,A,g16919.t1
g16849,scaffold_8,A,g16849.t1
g16847,scaffold_8,A,g16847.t1
g16812,scaffold_8,A,g16812.t1
g16851,scaffold_8,A,g16851.t1
g16813,scaffold_8,A,g16813.t1
g16878,scaffold_8,A,g16878.t1
g16843,scaffold_8,A,g16843.t1
g16805,scaffold_8,A,g16805.t1
g16856,scaffold_8,A,g16856.t1
g16890,scaffold_8,A,g16890.t1
g16893,scaffold_8,A,g16893.t1
g16786,scaffold_8,A,g16786.t1
g16821,scaffold_8,A,g16821.t1
g16787,scaffold_8,A,g16787.t1
g16823,scaffold_8,A,g16823.t1
g16789,scaffold_8,A,g16789.t1
g16791,scaffold_8,A,g16791.t1
g16863,scaffold_8,A,g16863.t1
g16901,scaffold_8,A,g16901.t1
g16817,scaffold_8,A,g16817.t1
g16829,scaffold_8,A,g16829.t1
g16868,scaffold_8,A,g16868.t1
g16867,scaffold_8,A,g16867.t1
g16795,scaffold_8,A,g16795.t1
g16870,scaffold_8,A,g16870.t1
g16907,scaffold_8,A,g16907.t1
g16796,scaffold_8,A,g16796.t1
g16871,scaffold_8,A,g16871.t1
g16800,scaffold_8,A,g16800.t1
g16909,scaffold_8,A,g16909.t1
g16909,scaffold_8,A,g16909.t2
g16899,scaffold_8,A,g16899.t1
g16874,scaffold_8,A,g16874.t1
g16866,scaffold_8,A,g16866.t1
g16877,scaffold_8,A,g16877.t1
g16914,scaffold_8,A,g16914.t1
g16916,scaffold_8,A,g16916.t1
g16844,scaffold_8,A,g16844.t1
g16808,scaffold_8,A,g16808.t1
g16882,scaffold_8,A,g16882.t1
g16846,scaffold_8,A,g16846.t1
g16885,scaffold_8,A,g16885.t1
g16920,scaffold_8,A,g16920.t1
g16886,scaffold_8,A,g16886.t1
g16815,scaffold_8,A,g16815.t1
g16824,scaffold_8,A,g16824.t1
g16803,scaffold_8,A,g16803.t1
g16854,scaffold_8,A,g16854.t1
g16906,scaffold_8,A,g16906.t1
g16892,scaffold_8,A,g16892.t1
g16804,scaffold_8,A,g16804.t1
g16819,scaffold_8,A,g16819.t1
g16872,scaffold_8,A,g16872.t1
g16831,scaffold_8,A,g16831.t1
g16820,scaffold_8,A,g16820.t1
g16895,scaffold_8,A,g16895.t1
g16828,scaffold_8,A,g16828.t1
g16864,scaffold_8,A,g16864.t1
g16825,scaffold_8,A,g16825.t1
g16900,scaffold_8,A,g16900.t1
g16917,scaffold_8,A,g16917.t1
g16881,scaffold_8,A,g16881.t1
g16826,scaffold_8,A,g16826.t1
g16818,scaffold_8,A,g16818.t1
g16915,scaffold_8,A,g16915.t1
g16810,scaffold_8,A,g16810.t1
g16809,scaffold_8,A,g16809.t1
g16832,scaffold_8,A,g16832.t1
g16801,scaffold_8,A,g16801.t1
g16862,scaffold_8,A,g16862.t1
g16802,scaffold_8,A,g16802.t1
g16853,scaffold_8,A,g16853.t1
g16814,scaffold_8,A,g16814.t1
g16891,scaffold_8,A,g16891.t1
g16806,scaffold_8,A,g16806.t1
g16904,scaffold_8,A,g16904.t1
g16880,scaffold_8,A,g16880.t1
g16896,scaffold_8,A,g16896.t1
g16896,scaffold_8,A,g16896.t2
g16790,scaffold_8,A,g16790.t1
g16816,scaffold_8,A,g16816.t1
g16827,scaffold_8,A,g16827.t1
g16842,scaffold_8,A,g16842.t1
g16807,scaffold_8,A,g16807.t1
g16889,scaffold_8,A,g16889.t1
g16865,scaffold_8,A,g16865.t1
g9891,scaffold_80,A,g9891.t1
g9892,scaffold_80,A,g9892.t1
g9900,scaffold_80,A,g9900.t1
g9905,scaffold_80,A,g9905.t1
g9907,scaffold_80,A,g9907.t1
g9893,scaffold_80,A,g9893.t1
g9909,scaffold_80,A,g9909.t1
g9909,scaffold_80,A,g9909.t2
g9902,scaffold_80,A,g9902.t1
g9910,scaffold_80,A,g9910.t1
g9936,scaffold_80,A,g9936.t1
g9912,scaffold_80,A,g9912.t1
g9901,scaffold_80,A,g9901.t1
g9914,scaffold_80,A,g9914.t1
g9915,scaffold_80,A,g9915.t1
g9904,scaffold_80,A,g9904.t1
g9917,scaffold_80,A,g9917.t1
g9918,scaffold_80,A,g9918.t1
g9919,scaffold_80,A,g9919.t1
g9908,scaffold_80,A,g9908.t1
g9920,scaffold_80,A,g9920.t1
g9921,scaffold_80,A,g9921.t1
g9922,scaffold_80,A,g9922.t1
g9911,scaffold_80,A,g9911.t1
g9924,scaffold_80,A,g9924.t1
g9925,scaffold_80,A,g9925.t1
g9890,scaffold_80,A,g9890.t1
g9927,scaffold_80,A,g9927.t1
g9928,scaffold_80,A,g9928.t1
g9929,scaffold_80,A,g9929.t1
g9929,scaffold_80,A,g9929.t2
g9894,scaffold_80,A,g9894.t1
g9895,scaffold_80,A,g9895.t1
g9896,scaffold_80,A,g9896.t1
g9897,scaffold_80,A,g9897.t1
g9898,scaffold_80,A,g9898.t1
g9899,scaffold_80,A,g9899.t1
g9899,scaffold_80,A,g9899.t2
g9935,scaffold_80,A,g9935.t1
g9863,scaffold_80,A,g9863.t1
g9937,scaffold_80,A,g9937.t1
g9938,scaffold_80,A,g9938.t1
g9939,scaffold_80,A,g9939.t1
g9903,scaffold_80,A,g9903.t1
g9940,scaffold_80,A,g9940.t1
g9941,scaffold_80,A,g9941.t1
g9906,scaffold_80,A,g9906.t1
g9943,scaffold_80,A,g9943.t1
g9944,scaffold_80,A,g9944.t1
g9945,scaffold_80,A,g9945.t1
g9946,scaffold_80,A,g9946.t1
g9947,scaffold_80,A,g9947.t1
g9948,scaffold_80,A,g9948.t1
g9949,scaffold_80,A,g9949.t1
g9913,scaffold_80,A,g9913.t1
g9950,scaffold_80,A,g9950.t1
g9951,scaffold_80,A,g9951.t1
g9916,scaffold_80,A,g9916.t1
g9953,scaffold_80,A,g9953.t1
g9953,scaffold_80,A,g9953.t2
g9954,scaffold_80,A,g9954.t1
g9955,scaffold_80,A,g9955.t1
g9956,scaffold_80,A,g9956.t1
g9957,scaffold_80,A,g9957.t1
g9958,scaffold_80,A,g9958.t1
g9959,scaffold_80,A,g9959.t1
g9923,scaffold_80,A,g9923.t1
g9960,scaffold_80,A,g9960.t1
g9961,scaffold_80,A,g9961.t1
g9926,scaffold_80,A,g9926.t1
g9963,scaffold_80,A,g9963.t1
g9964,scaffold_80,A,g9964.t1
g9964,scaffold_80,A,g9964.t2
g9964,scaffold_80,A,g9964.t3
g9964,scaffold_80,A,g9964.t4
g9965,scaffold_80,A,g9965.t1
g9966,scaffold_80,A,g9966.t1
g9930,scaffold_80,A,g9930.t1
g9931,scaffold_80,A,g9931.t1
g9932,scaffold_80,A,g9932.t1
g9933,scaffold_80,A,g9933.t1
g9934,scaffold_80,A,g9934.t1
g9862,scaffold_80,A,g9862.t1
g9875,scaffold_80,A,g9875.t1
g9864,scaffold_80,A,g9864.t1
g9865,scaffold_80,A,g9865.t1
g9866,scaffold_80,A,g9866.t1
g9867,scaffold_80,A,g9867.t1
g9868,scaffold_80,A,g9868.t1
g9869,scaffold_80,A,g9869.t1
g9942,scaffold_80,A,g9942.t1
g9870,scaffold_80,A,g9870.t1
g9871,scaffold_80,A,g9871.t1
g9872,scaffold_80,A,g9872.t1
g9872,scaffold_80,A,g9872.t2
g9873,scaffold_80,A,g9873.t1
g9874,scaffold_80,A,g9874.t1
g9887,scaffold_80,A,g9887.t1
g9876,scaffold_80,A,g9876.t1
g9877,scaffold_80,A,g9877.t1
g9878,scaffold_80,A,g9878.t1
g9879,scaffold_80,A,g9879.t1
g9952,scaffold_80,A,g9952.t1
g9880,scaffold_80,A,g9880.t1
g9881,scaffold_80,A,g9881.t1
g9882,scaffold_80,A,g9882.t1
g9883,scaffold_80,A,g9883.t1
g9884,scaffold_80,A,g9884.t1
g9885,scaffold_80,A,g9885.t1
g9886,scaffold_80,A,g9886.t1
g9888,scaffold_80,A,g9888.t1
g9889,scaffold_80,A,g9889.t1
g9962,scaffold_80,A,g9962.t1
g2291,scaffold_800,A,g2291.t1
g2293,scaffold_800,A,g2293.t1
g2292,scaffold_800,A,g2292.t1
g2292,scaffold_800,A,g2292.t2
g2290,scaffold_800,A,g2290.t1
g2290,scaffold_800,A,g2290.t2
g2294,scaffold_800,A,g2294.t1
g20381,scaffold_801,A,g20381.t1
g20380,scaffold_801,A,g20380.t1
g20378,scaffold_801,A,g20378.t1
g20379,scaffold_801,A,g20379.t1
g23017,scaffold_802,A,g23017.t1
g14705,scaffold_803,A,g14705.t1
g14707,scaffold_803,A,g14707.t1
g14706,scaffold_803,A,g14706.t1
g7823,scaffold_805,A,g7823.t1
g7823,scaffold_805,A,g7823.t2
g7823,scaffold_805,A,g7823.t3
g7822,scaffold_805,A,g7822.t1
g408,scaffold_806,A,g408.t1
g409,scaffold_806,A,g409.t1
g8330,scaffold_807,A,g8330.t1
g8329,scaffold_807,A,g8329.t1
g8331,scaffold_807,A,g8331.t1
g15948,scaffold_808,A,g15948.t1
g6294,scaffold_809,A,g6294.t1
g6295,scaffold_809,A,g6295.t1
g6293,scaffold_809,A,g6293.t1
g6288,scaffold_809,A,g6288.t1
g6292,scaffold_809,A,g6292.t1
g6290,scaffold_809,A,g6290.t1
g6289,scaffold_809,A,g6289.t1
g6291,scaffold_809,A,g6291.t1
g6830,scaffold_81,A,g6830.t1
g6820,scaffold_81,A,g6820.t1
g6841,scaffold_81,A,g6841.t1
g6829,scaffold_81,A,g6829.t1
g6847,scaffold_81,A,g6847.t1
g6833,scaffold_81,A,g6833.t1
g6846,scaffold_81,A,g6846.t1
g6848,scaffold_81,A,g6848.t1
g6828,scaffold_81,A,g6828.t1
g6828,scaffold_81,A,g6828.t2
g6824,scaffold_81,A,g6824.t1
g6812,scaffold_81,A,g6812.t1
g6839,scaffold_81,A,g6839.t1
g6814,scaffold_81,A,g6814.t1
g6826,scaffold_81,A,g6826.t1
g6827,scaffold_81,A,g6827.t1
g6853,scaffold_81,A,g6853.t1
g6856,scaffold_81,A,g6856.t1
g6845,scaffold_81,A,g6845.t1
g6808,scaffold_81,A,g6808.t1
g6842,scaffold_81,A,g6842.t1
g6821,scaffold_81,A,g6821.t1
g6821,scaffold_81,A,g6821.t2
g6810,scaffold_81,A,g6810.t1
g6811,scaffold_81,A,g6811.t1
g6837,scaffold_81,A,g6837.t1
g6850,scaffold_81,A,g6850.t1
g6838,scaffold_81,A,g6838.t1
g6819,scaffold_81,A,g6819.t1
g6840,scaffold_81,A,g6840.t1
g6851,scaffold_81,A,g6851.t1
g6855,scaffold_81,A,g6855.t1
g6831,scaffold_81,A,g6831.t1
g6832,scaffold_81,A,g6832.t1
g6815,scaffold_81,A,g6815.t1
g6834,scaffold_81,A,g6834.t1
g6813,scaffold_81,A,g6813.t1
g6823,scaffold_81,A,g6823.t1
g6822,scaffold_81,A,g6822.t1
g6825,scaffold_81,A,g6825.t1
g6817,scaffold_81,A,g6817.t1
g6818,scaffold_81,A,g6818.t1
g6852,scaffold_81,A,g6852.t1
g6835,scaffold_81,A,g6835.t1
g6809,scaffold_81,A,g6809.t1
g6844,scaffold_81,A,g6844.t1
g6843,scaffold_81,A,g6843.t1
g6854,scaffold_81,A,g6854.t1
g6849,scaffold_81,A,g6849.t1
g6836,scaffold_81,A,g6836.t1
g6816,scaffold_81,A,g6816.t1
g19851,scaffold_810,A,g19851.t1
g19850,scaffold_810,A,g19850.t1
g19850,scaffold_810,A,g19850.t2
g17312,scaffold_811,A,g17312.t1
g17311,scaffold_811,A,g17311.t1
g11144,scaffold_812,A,g11144.t1
g11143,scaffold_812,A,g11143.t1
g9126,scaffold_813,A,g9126.t1
g9127,scaffold_813,A,g9127.t1
g5254,scaffold_814,B3,g5254.t1
g5254,scaffold_814,B3,g5254.t2
g5254,scaffold_814,B3,g5254.t3
g5253,scaffold_814,B3,g5253.t1
g5251,scaffold_814,B3,g5251.t1
g5251,scaffold_814,B3,g5251.t2
g5249,scaffold_814,B3,g5249.t1
g5250,scaffold_814,B3,g5250.t1
g5248,scaffold_814,B3,g5248.t1
g5252,scaffold_814,B3,g5252.t1
g4156,scaffold_815,A,g4156.t1
g4157,scaffold_815,A,g4157.t1
g4158,scaffold_815,A,g4158.t1
g4155,scaffold_815,A,g4155.t1
g507,scaffold_816,B2,g507.t1
g506,scaffold_816,B2,g506.t1
g2806,scaffold_817,A,g2806.t1
g2807,scaffold_817,A,g2807.t1
g2804,scaffold_817,A,g2804.t1
g2811,scaffold_817,A,g2811.t1
g2810,scaffold_817,A,g2810.t1
g2809,scaffold_817,A,g2809.t1
g2808,scaffold_817,A,g2808.t1
g2805,scaffold_817,A,g2805.t1
g13852,scaffold_818,A,g13852.t1
g13853,scaffold_818,A,g13853.t1
g23310,scaffold_819,A,g23310.t1
g23310,scaffold_819,A,g23310.t2
g23312,scaffold_819,A,g23312.t1
g23311,scaffold_819,A,g23311.t1
g23311,scaffold_819,A,g23311.t2
g23046,scaffold_82,A,g23046.t1
g23046,scaffold_82,A,g23046.t2
g23027,scaffold_82,A,g23027.t1
g23028,scaffold_82,A,g23028.t1
g23038,scaffold_82,A,g23038.t1
g23032,scaffold_82,A,g23032.t1
g23023,scaffold_82,A,g23023.t1
g23024,scaffold_82,A,g23024.t1
g23047,scaffold_82,A,g23047.t1
g23036,scaffold_82,A,g23036.t1
g23037,scaffold_82,A,g23037.t1
g23034,scaffold_82,A,g23034.t1
g23066,scaffold_82,A,g23066.t1
g23067,scaffold_82,A,g23067.t1
g23042,scaffold_82,A,g23042.t1
g23075,scaffold_82,A,g23075.t1
g23041,scaffold_82,A,g23041.t1
g23021,scaffold_82,A,g23021.t1
g23058,scaffold_82,A,g23058.t1
g23057,scaffold_82,A,g23057.t1
g23057,scaffold_82,A,g23057.t2
g23025,scaffold_82,A,g23025.t1
g23025,scaffold_82,A,g23025.t2
g23026,scaffold_82,A,g23026.t1
g23026,scaffold_82,A,g23026.t2
g23026,scaffold_82,A,g23026.t3
g23026,scaffold_82,A,g23026.t4
g23026,scaffold_82,A,g23026.t5
g23065,scaffold_82,A,g23065.t1
g23049,scaffold_82,A,g23049.t1
g23029,scaffold_82,A,g23029.t1
g23054,scaffold_82,A,g23054.t1
g23068,scaffold_82,A,g23068.t1
g23056,scaffold_82,A,g23056.t1
g23030,scaffold_82,A,g23030.t1
g23020,scaffold_82,A,g23020.t1
g23031,scaffold_82,A,g23031.t1
g23033,scaffold_82,A,g23033.t1
g23073,scaffold_82,A,g23073.t1
g23071,scaffold_82,A,g23071.t1
g23070,scaffold_82,A,g23070.t1
g23074,scaffold_82,A,g23074.t1
g23064,scaffold_82,A,g23064.t1
g23019,scaffold_82,A,g23019.t1
g23018,scaffold_82,A,g23018.t1
g23069,scaffold_82,A,g23069.t1
g23043,scaffold_82,A,g23043.t1
g23040,scaffold_82,A,g23040.t1
g23044,scaffold_82,A,g23044.t1
g23072,scaffold_82,A,g23072.t1
g23059,scaffold_82,A,g23059.t1
g23045,scaffold_82,A,g23045.t1
g23048,scaffold_82,A,g23048.t1
g23060,scaffold_82,A,g23060.t1
g23051,scaffold_82,A,g23051.t1
g23063,scaffold_82,A,g23063.t1
g23061,scaffold_82,A,g23061.t1
g23055,scaffold_82,A,g23055.t1
g23039,scaffold_82,A,g23039.t1
g23050,scaffold_82,A,g23050.t1
g23022,scaffold_82,A,g23022.t1
g23035,scaffold_82,A,g23035.t1
g23053,scaffold_82,A,g23053.t1
g23052,scaffold_82,A,g23052.t1
g23062,scaffold_82,A,g23062.t1
g4669,scaffold_821,A,g4669.t1
g21528,scaffold_822,A,g21528.t1
g13041,scaffold_823,A,g13041.t1
g13040,scaffold_823,A,g13040.t1
g13043,scaffold_823,A,g13043.t1
g13039,scaffold_823,A,g13039.t1
g13042,scaffold_823,A,g13042.t1
g1588,scaffold_824,A,g1588.t1
g1590,scaffold_824,A,g1590.t1
g1587,scaffold_824,A,g1587.t1
g1591,scaffold_824,A,g1591.t1
g1592,scaffold_824,A,g1592.t1
g1586,scaffold_824,A,g1586.t1
g1594,scaffold_824,A,g1594.t1
g1589,scaffold_824,A,g1589.t1
g1593,scaffold_824,A,g1593.t1
g10500,scaffold_825,A,g10500.t1
g10499,scaffold_825,A,g10499.t1
g10499,scaffold_825,A,g10499.t2
g10498,scaffold_825,A,g10498.t1
g10501,scaffold_825,A,g10501.t1
g295,scaffold_826,A,g295.t1
g910,scaffold_828,A,g910.t1
g909,scaffold_828,A,g909.t1
g911,scaffold_828,A,g911.t1
g19063,scaffold_829,B3,g19063.t1
g12924,scaffold_83,A,g12924.t1
g12951,scaffold_83,A,g12951.t1
g12947,scaffold_83,A,g12947.t1
g12935,scaffold_83,A,g12935.t1
g12950,scaffold_83,A,g12950.t1
g12950,scaffold_83,A,g12950.t2
g12913,scaffold_83,A,g12913.t1
g12944,scaffold_83,A,g12944.t1
g12940,scaffold_83,A,g12940.t1
g12923,scaffold_83,A,g12923.t1
g12937,scaffold_83,A,g12937.t1
g12912,scaffold_83,A,g12912.t1
g12961,scaffold_83,A,g12961.t1
g12926,scaffold_83,A,g12926.t1
g12938,scaffold_83,A,g12938.t1
g12974,scaffold_83,A,g12974.t1
g12929,scaffold_83,A,g12929.t1
g12946,scaffold_83,A,g12946.t1
g12934,scaffold_83,A,g12934.t1
g12919,scaffold_83,A,g12919.t1
g12920,scaffold_83,A,g12920.t1
g12920,scaffold_83,A,g12920.t2
