gene	gene_len	seq
g21592	1803	scaffold_123
g21593	1941	scaffold_123
g21594	1292	scaffold_123
g21595	2224	scaffold_123
g21596	739	scaffold_123
g21597	425	scaffold_123
g21598	989	scaffold_123
g21599	3923	scaffold_123
g21600	3401	scaffold_123
g21601	6462	scaffold_123
g21602	515	scaffold_123
g21603	1412	scaffold_123
g21604	1412	scaffold_123
g21605	3582	scaffold_123
g21606	1487	scaffold_123
g21607	1691	scaffold_123
g21608	1231	scaffold_123
g21609	449	scaffold_123
g21610	3314	scaffold_123
g21611	2314	scaffold_123
g21612	944	scaffold_123
g21613	697	scaffold_123
g21614	1001	scaffold_123
g21615	1155	scaffold_123
g21616	1976	scaffold_123
g21617	906	scaffold_123
g21618	5980	scaffold_123
g21619	2994	scaffold_123
g21620	677	scaffold_123
g21621	1767	scaffold_123
g21622	724	scaffold_123
g21623	2354	scaffold_123
g21624	596	scaffold_123
g21625	1086	scaffold_123
g21626	1093	scaffold_123
g21627	2860	scaffold_123
g21628	524	scaffold_123
g21629	1161	scaffold_123
g21630	1285	scaffold_352
g21631	766	scaffold_352
g21632	499	scaffold_352
g21633	2009	scaffold_352
g21634	3390	scaffold_352
g21635	324	scaffold_352
g21636	2485	scaffold_352
g21637	1129	scaffold_352
g21638	1956	scaffold_352
g21639	1965	scaffold_352
g21640	4041	scaffold_352
g21641	501	scaffold_352
g21642	1444	scaffold_352
g21643	1819	scaffold_352
g21644	650	scaffold_352
g21645	1260	scaffold_352
g21646	733	scaffold_352
g21647	3011	scaffold_352
g21648	417	scaffold_352
g21649	124	scaffold_939
g21650	307	scaffold_939
g21651	1394	scaffold_939
g21652	315	scaffold_1385
g21653	58	scaffold_860
g21654	311	scaffold_860
g21655	317	scaffold_860
g21656	276	scaffold_9
g21657	1069	scaffold_9
g21658	2283	scaffold_9
g21659	592	scaffold_9
g21660	364	scaffold_9
g21661	1362	scaffold_9
g21662	1362	scaffold_9
g21663	440	scaffold_9
g21664	1021	scaffold_9
g21665	1588	scaffold_9
g21666	2110	scaffold_9
g21667	257	scaffold_9
g21668	374	scaffold_9
g21669	374	scaffold_9
g21670	767	scaffold_9
g21671	614	scaffold_9
g21672	853	scaffold_9
g21673	2045	scaffold_9
g21674	846	scaffold_9
g21675	2299	scaffold_9
g21676	2119	scaffold_9
g21677	2086	scaffold_9
g21678	2100	scaffold_9
g21679	2038	scaffold_9
g21680	1954	scaffold_9
g21681	818	scaffold_9
g21682	425	scaffold_9
g21683	1945	scaffold_9
g21684	1685	scaffold_9
g21685	1384	scaffold_9
g21686	520	scaffold_9
g21687	893	scaffold_9
g21688	1384	scaffold_9
g21689	449	scaffold_9
g21690	793	scaffold_9
g21691	894	scaffold_9
g21692	2623	scaffold_9
g21693	405	scaffold_9
g21694	1628	scaffold_9
g21695	766	scaffold_9
g21696	1569	scaffold_9
g21697	863	scaffold_9
g21698	299	scaffold_9
g21699	1953	scaffold_9
g21700	2699	scaffold_9
g21701	1167	scaffold_9
g21702	1745	scaffold_9
g21703	1491	scaffold_9
g21704	761	scaffold_9
g21705	334	scaffold_9
g21706	215	scaffold_9
g21707	1353	scaffold_9
g21708	7876	scaffold_9
g21709	541	scaffold_9
g21710	1649	scaffold_9
g21711	1036	scaffold_9
g21712	1088	scaffold_9
g21713	2471	scaffold_9
g21714	2520	scaffold_9
g21715	608	scaffold_9
g21716	6085	scaffold_9
g21717	536	scaffold_9
g21718	820	scaffold_9
g21719	1307	scaffold_9
g21720	1121	scaffold_9
g21721	2477	scaffold_9
g21722	891	scaffold_9
g21723	445	scaffold_9
g21724	397	scaffold_9
g21725	304	scaffold_9
g21726	281	scaffold_9
g21727	3059	scaffold_9
g21728	1043	scaffold_9
g21729	410	scaffold_9
g21730	2684	scaffold_9
g21731	473	scaffold_9
g21732	1414	scaffold_9
g21733	1411	scaffold_9
g21734	1411	scaffold_9
g21735	1486	scaffold_9
g21736	1399	scaffold_9
g21737	910	scaffold_9
g21738	355	scaffold_9
g21739	1496	scaffold_9
g21740	5438	scaffold_9
g21741	296	scaffold_9
g21742	203	scaffold_9
g21743	1003	scaffold_9
g21744	509	scaffold_9
g21745	275	scaffold_9
g21746	224	scaffold_9
g21747	259	scaffold_9
g21748	518	scaffold_9
g21749	476	scaffold_9
g21750	957	scaffold_9
g21751	2039	scaffold_9
g21752	1571	scaffold_9
g21753	660	scaffold_9
g21754	242	scaffold_9
g21755	2408	scaffold_9
g21756	669	scaffold_9
g21757	585	scaffold_9
g21758	567	scaffold_9
g21759	1079	scaffold_9
g21760	828	scaffold_9
g21761	1229	scaffold_9
g21762	370	scaffold_9
g21763	650	scaffold_9
g21764	1915	scaffold_9
g21765	301	scaffold_9
g21766	383	scaffold_9
g21767	1742	scaffold_9
g21768	562	scaffold_9
g21769	1373	scaffold_9
g21770	1118	scaffold_9
g21771	764	scaffold_9
g21772	3131	scaffold_9
g21773	355	scaffold_9
g21774	3090	scaffold_9
g21775	3926	scaffold_9
g21776	281	scaffold_9
g21777	568	scaffold_9
g21778	201	scaffold_9
g21779	4396	scaffold_9
g21780	711	scaffold_9
g21781	1101	scaffold_9
g21782	782	scaffold_9
g21783	476	scaffold_9
g21784	817	scaffold_9
g21785	6	scaffold_856
g21786	3704	scaffold_420
g21787	406	scaffold_420
g21788	828	scaffold_420
g21789	2323	scaffold_420
g21790	659	scaffold_420
g21791	657	scaffold_420
g21792	766	scaffold_420
g21793	893	scaffold_420
g21794	1031	scaffold_420
g21795	1246	scaffold_420
g21796	1632	scaffold_420
g21797	407	scaffold_420
g21798	512	scaffold_420
g21799	225	scaffold_420
g21800	481	scaffold_420
g21801	980	scaffold_420
g21802	911	scaffold_1367
g21803	814	scaffold_541
g21804	1627	scaffold_541
g21805	316	scaffold_541
g21806	1135	scaffold_541
g21807	1051	scaffold_541
g21808	1188	scaffold_541
g21809	242	scaffold_541
g21810	607	scaffold_541
g21811	672	scaffold_541
g21812	469	scaffold_541
g21813	487	scaffold_541
g21814	568	scaffold_541
g21815	490	scaffold_541
g21816	493	scaffold_541
g21817	725	scaffold_541
g21818	736	scaffold_541
g21819	958	scaffold_541
g21820	757	scaffold_541
g21821	808	scaffold_541
g21822	487	scaffold_541
g21823	610	scaffold_541
g21824	359	scaffold_541
g21825	1250	scaffold_365
g21826	8683	scaffold_365
g21827	1245	scaffold_365
g21828	1247	scaffold_365
g21829	1033	scaffold_365
g21830	1470	scaffold_365
g21831	3676	scaffold_365
g21832	3548	scaffold_365
g21833	925	scaffold_365
g21834	7236	scaffold_365
g21835	1005	scaffold_365
g21836	273	scaffold_365
g21837	1781	scaffold_365
g21838	1508	scaffold_365
g21839	1093	scaffold_365
g21840	618	scaffold_365
g21841	2836	scaffold_365
g21842	752	scaffold_365
g21843	629	scaffold_365
g21844	639	scaffold_365
g21845	450	scaffold_365
g21846	1243	scaffold_365
g21847	1730	scaffold_365
g21848	752	scaffold_365
g21849	351	scaffold_365
g21850	917	scaffold_365
g21851	1963	scaffold_365
g21852	1336	scaffold_365
g21853	1230	scaffold_365
g21854	1384	scaffold_365
g21855	200	scaffold_611
g21856	878	scaffold_611
g21857	251	scaffold_611
g21858	1625	scaffold_239
g21859	197	scaffold_239
g21860	358	scaffold_239
g21861	326	scaffold_239
g21862	1405	scaffold_239
g21863	388	scaffold_239
g21864	2551	scaffold_239
g21865	454	scaffold_239
g21866	7765	scaffold_239
g21867	1586	scaffold_239
g21868	883	scaffold_239
g21869	202	scaffold_239
g21870	1685	scaffold_239
g21871	634	scaffold_239
g21872	1652	scaffold_239
g21873	326	scaffold_239
g21874	1658	scaffold_239
g21875	1757	scaffold_239
g21876	1694	scaffold_239
g21877	1243	scaffold_239
g21878	1646	scaffold_239
g21879	1009	scaffold_792
g21880	327	scaffold_792
g21881	203	scaffold_792
g21882	290	scaffold_792
g21883	1967	scaffold_792
g21884	212	scaffold_461
g21885	2990	scaffold_461
g21886	1545	scaffold_461
g21887	2705	scaffold_461
g21888	3555	scaffold_461
g21889	205	scaffold_1136
g21890	1648	scaffold_1136
g21891	2567	scaffold_1136
g21892	279	scaffold_1136
g21893	874	scaffold_1136
g21894	1006	scaffold_634
g21895	779	scaffold_634
g21896	1089	scaffold_634
g21897	1170	scaffold_634
g21898	196	scaffold_634
g21899	657	scaffold_634
g21900	1799	scaffold_22
g21901	857	scaffold_22
g21902	376	scaffold_22
g21903	2297	scaffold_22
g21904	217	scaffold_22
g21905	522	scaffold_22
g21906	1817	scaffold_22
g21907	1690	scaffold_22
g21908	1736	scaffold_22
g21909	1730	scaffold_22
g21910	1807	scaffold_22
g21911	3867	scaffold_22
g21912	278	scaffold_22
g21913	554	scaffold_22
g21914	2131	scaffold_22
g21915	3362	scaffold_22
g21916	323	scaffold_22
g21917	557	scaffold_22
g21918	620	scaffold_22
g21919	345	scaffold_22
g21920	1420	scaffold_22
g21921	1450	scaffold_22
g21922	789	scaffold_22
g21923	569	scaffold_22
g21924	738	scaffold_22
g21925	739	scaffold_22
g21926	768	scaffold_22
g21927	759	scaffold_22
g21928	196	scaffold_22
g21929	897	scaffold_22
g21930	753	scaffold_22
g21931	958	scaffold_22
g21932	837	scaffold_22
g21933	734	scaffold_22
g21934	527	scaffold_22
g21935	798	scaffold_22
g21936	706	scaffold_22
g21937	744	scaffold_22
g21938	2933	scaffold_22
g21939	275	scaffold_22
g21940	2653	scaffold_22
g21941	1909	scaffold_22
g21942	475	scaffold_22
g21943	6631	scaffold_22
g21944	721	scaffold_22
g21945	1135	scaffold_22
g21946	592	scaffold_22
g21947	313	scaffold_22
g21948	640	scaffold_22
g21949	744	scaffold_22
g21950	640	scaffold_22
g21951	919	scaffold_22
g21952	5433	scaffold_22
g21953	281	scaffold_22
g21954	1641	scaffold_22
g21955	844	scaffold_22
g21956	1475	scaffold_22
g21957	931	scaffold_22
g21958	225	scaffold_22
g21959	1178	scaffold_22
g21960	1690	scaffold_22
g21961	1750	scaffold_22
g21962	364	scaffold_22
g21963	353	scaffold_22
g21964	449	scaffold_22
g21965	1006	scaffold_22
g21966	488	scaffold_22
g21967	431	scaffold_22
g21968	895	scaffold_22
g21969	541	scaffold_22
g21970	973	scaffold_22
g21971	530	scaffold_22
g21972	304	scaffold_22
g21973	878	scaffold_22
g21974	550	scaffold_22
g21975	1667	scaffold_22
g21976	315	scaffold_22
g21977	1567	scaffold_22
g21978	266	scaffold_22
g21979	1931	scaffold_22
g21980	505	scaffold_22
g21981	318	scaffold_22
g21982	310	scaffold_22
g21983	911	scaffold_22
g21984	1004	scaffold_22
g21985	213	scaffold_22
g21986	1324	scaffold_22
g21987	438	scaffold_22
g21988	1455	scaffold_22
g21989	2327	scaffold_928
g21990	860	scaffold_928
g21991	1623	scaffold_928
g21992	1824	scaffold_928
g21993	838	scaffold_928
g21994	241	scaffold_871
g21995	437	scaffold_871
g21996	948	scaffold_871
g21997	535	scaffold_871
g21998	1605	scaffold_871
g21999	163	scaffold_997
g22000	314	scaffold_1038
g22001	1164	scaffold_865
g22002	537	scaffold_865
g22003	526	scaffold_1291
g22004	508	scaffold_124
g22005	2208	scaffold_124
g22006	6261	scaffold_124
g22007	708	scaffold_124
g22008	5026	scaffold_124
g22009	1583	scaffold_124
g22010	569	scaffold_124
g22011	363	scaffold_124
g22012	959	scaffold_124
g22013	1832	scaffold_124
g22014	728	scaffold_124
g22015	3893	scaffold_124
g22016	727	scaffold_124
g22017	4791	scaffold_124
g22018	2891	scaffold_124
g22019	3066	scaffold_124
g22020	503	scaffold_124
g22021	1629	scaffold_124
g22022	2053	scaffold_124
g22023	1883	scaffold_124
g22024	1430	scaffold_124
g22025	1148	scaffold_124
g22026	1731	scaffold_124
g22027	1024	scaffold_124
g22028	2392	scaffold_124
g22029	766	scaffold_124
g22030	654	scaffold_124
g22031	251	scaffold_124
g22032	1343	scaffold_124
g22033	2976	scaffold_124
g22034	347	scaffold_124
g22035	2378	scaffold_124
g22036	982	scaffold_124
g22037	563	scaffold_124
g22038	691	scaffold_124
g22039	1377	scaffold_124
g22040	808	scaffold_342
g22041	1204	scaffold_342
g22042	2273	scaffold_342
g22043	1725	scaffold_342
g22044	1570	scaffold_342
g22045	273	scaffold_342
g22046	1304	scaffold_342
g22047	736	scaffold_342
g22048	738	scaffold_342
g22049	484	scaffold_342
g22050	659	scaffold_342
g22051	255	scaffold_342
g22052	641	scaffold_342
g22053	1084	scaffold_342
g22054	1553	scaffold_342
g22055	956	scaffold_342
g22056	1751	scaffold_342
g22057	1424	scaffold_342
g22058	1829	scaffold_342
g22059	274	scaffold_342
g22060	250	scaffold_342
g22061	289	scaffold_342
g22062	283	scaffold_342
g22063	247	scaffold_342
g22064	344	scaffold_342
g22065	1719	scaffold_342
g22066	2409	scaffold_342
g22067	433	scaffold_2038
g22068	1919	scaffold_11
g22069	265	scaffold_11
g22070	387	scaffold_11
g22071	343	scaffold_11
g22072	716	scaffold_11
g22073	231	scaffold_11
g22074	2706	scaffold_11
g22075	330	scaffold_11
g22076	1460	scaffold_11
g22077	2222	scaffold_11
g22078	350	scaffold_11
g22079	1289	scaffold_11
g22080	11550	scaffold_11
g22081	1349	scaffold_11
g22082	6409	scaffold_11
g22083	444	scaffold_11
g22084	718	scaffold_11
g22085	672	scaffold_11
g22086	639	scaffold_11
g22087	552	scaffold_11
g22088	5338	scaffold_11
g22089	1367	scaffold_11
g22090	1660	scaffold_11
g22091	1859	scaffold_11
g22092	435	scaffold_11
g22093	1654	scaffold_11
g22094	1227	scaffold_11
g22095	1598	scaffold_11
g22096	502	scaffold_11
g22097	2046	scaffold_11
g22098	963	scaffold_11
g22099	2009	scaffold_11
g22100	3355	scaffold_11
g22101	299	scaffold_11
g22102	357	scaffold_11
g22103	245	scaffold_11
g22104	1886	scaffold_11
g22105	833	scaffold_11
g22106	1175	scaffold_11
g22107	2035	scaffold_11
g22108	577	scaffold_11
g22109	538	scaffold_11
g22110	281	scaffold_11
g22111	2229	scaffold_11
g22112	696	scaffold_11
g22113	344	scaffold_11
g22114	326	scaffold_11
g22115	537	scaffold_11
g22116	1061	scaffold_11
g22117	1243	scaffold_11
g22118	444	scaffold_11
g22119	1948	scaffold_11
g22120	1119	scaffold_11
g22121	1856	scaffold_11
g22122	875	scaffold_11
g22123	447	scaffold_11
g22124	375	scaffold_11
g22125	573	scaffold_11
g22126	762	scaffold_11
g22127	530	scaffold_11
g22128	1194	scaffold_11
g22129	1965	scaffold_11
g22130	370	scaffold_11
g22131	5147	scaffold_11
g22132	292	scaffold_11
g22133	1191	scaffold_11
g22134	3021	scaffold_11
g22135	626	scaffold_11
g22136	1956	scaffold_11
g22137	938	scaffold_11
g22138	1728	scaffold_11
g22139	268	scaffold_11
g22140	214	scaffold_11
g22141	845	scaffold_11
g22142	199	scaffold_11
g22143	361	scaffold_11
g22144	333	scaffold_11
g22145	2977	scaffold_11
g22146	2057	scaffold_11
g22147	1082	scaffold_11
g22148	1021	scaffold_11
g22149	2574	scaffold_11
g22150	997	scaffold_11
g22151	408	scaffold_11
g22152	405	scaffold_11
g22153	309	scaffold_11
g22154	300	scaffold_11
g22155	499	scaffold_11
g22156	2722	scaffold_11
g22157	679	scaffold_11
g22158	962	scaffold_11
g22159	3652	scaffold_11
g22160	1182	scaffold_11
g22161	3364	scaffold_11
g22162	686	scaffold_11
g22163	1907	scaffold_11
g22164	347	scaffold_11
g22165	283	scaffold_11
g22166	781	scaffold_11
g22167	314	scaffold_11
g22168	484	scaffold_11
g22169	958	scaffold_11
g22170	2292	scaffold_11
g22171	520	scaffold_11
g22172	1912	scaffold_11
g22173	1771	scaffold_11
g22174	830	scaffold_11
g22175	536	scaffold_11
g22176	315	scaffold_11
g22177	567	scaffold_11
g22178	257	scaffold_11
g22179	4929	scaffold_11
g22180	307	scaffold_11
g22181	245	scaffold_11
g22182	786	scaffold_11
g22183	384	scaffold_11
g22184	1573	scaffold_11
g22185	1427	scaffold_11
g22186	280	scaffold_11
g22187	518	scaffold_11
g22188	2309	scaffold_11
g22189	1015	scaffold_11
g22190	956	scaffold_11
g22191	584	scaffold_11
g22192	391	scaffold_11
g22193	469	scaffold_11
g22194	3856	scaffold_11
g22195	401	scaffold_11
g22196	2441	scaffold_11
g22197	202	scaffold_11
g22198	194	scaffold_11
g22199	1944	scaffold_11
g22200	2429	scaffold_11
g22201	1123	scaffold_11
g22202	883	scaffold_11
g22203	2958	scaffold_11
g22204	1128	scaffold_11
g22205	2232	scaffold_11
g22206	215	scaffold_11
g22207	729	scaffold_11
g22208	842	scaffold_11
g22209	969	scaffold_11
g22210	847	scaffold_11
g22211	1044	scaffold_11
g22212	6477	scaffold_11
g22213	842	scaffold_11
g22214	1438	scaffold_11
g22215	1105	scaffold_11
g22216	1274	scaffold_11
g22217	1088	scaffold_11
g22218	1592	scaffold_11
g22219	532	scaffold_11
g22220	707	scaffold_11
g22221	1959	scaffold_11
g22222	1639	scaffold_11
g22223	321	scaffold_11
g22224	341	scaffold_11
g22225	329	scaffold_11
g22226	416	scaffold_11
g22227	242	scaffold_11
g22228	275	scaffold_11
g22229	1831	scaffold_11
g22230	851	scaffold_11
g22231	392	scaffold_11
g22232	1486	scaffold_11
g22233	479	scaffold_618
g22234	773	scaffold_618
g22235	141	scaffold_2068
g22236	1064	scaffold_661
g22237	1075	scaffold_661
g22238	2959	scaffold_661
g22239	569	scaffold_661
g22240	232	scaffold_661
g22241	1043	scaffold_1078
g22242	1464	scaffold_956
g22243	818	scaffold_956
g22244	1174	scaffold_874
g22245	891	scaffold_874
g22246	1777	scaffold_376
g22247	260	scaffold_376
g22248	289	scaffold_376
g22249	238	scaffold_376
g22250	207	scaffold_376
g22251	219	scaffold_376
g22252	2570	scaffold_376
g22253	1701	scaffold_376
g22254	323	scaffold_376
g22255	492	scaffold_376
g22256	1163	scaffold_376
g22257	1405	scaffold_376
g22258	615	scaffold_376
g22259	875	scaffold_376
g22260	1154	scaffold_376
g22261	800	scaffold_376
g22262	2921	scaffold_376
g22263	634	scaffold_376
g22264	3893	scaffold_376
g22265	3533	scaffold_376
g22266	1836	scaffold_376
g22267	1216	scaffold_376
g22268	978	scaffold_376
g22269	134	scaffold_1855
g22270	3389	scaffold_1855
g22271	422	scaffold_945
g22272	509	scaffold_2044
g22273	206	scaffold_1179
g22274	1496	scaffold_488
g22275	1973	scaffold_488
g22276	787	scaffold_488
g22277	1342	scaffold_488
g22278	714	scaffold_488
g22279	826	scaffold_488
g22280	1846	scaffold_488
g22281	1831	scaffold_488
g22282	377	scaffold_488
g22283	881	scaffold_488
g22284	197	scaffold_488
g22285	1375	scaffold_488
g22286	828	scaffold_488
g22287	1521	scaffold_488
g22288	1220	scaffold_488
g22289	593	scaffold_488
g22290	292	scaffold_488
g22291	640	scaffold_488
g22292	737	scaffold_488
g22293	1354	scaffold_488
g22294	603	scaffold_488
g22295	754	scaffold_488
g22296	470	scaffold_488
g22297	1546	scaffold_488
g22298	2054	scaffold_488
g22299	921	scaffold_488
g22300	471	scaffold_989
g22301	2804	scaffold_650
g22302	2766	scaffold_650
g22303	906	scaffold_650
g22304	888	scaffold_650
g22305	386	scaffold_650
g22306	2385	scaffold_650
g22307	1963	scaffold_650
g22308	428	scaffold_650
g22309	1136	scaffold_650
g22310	220	scaffold_650
g22311	196	scaffold_650
g22312	289	scaffold_650
g22313	431	scaffold_745
g22314	2292	scaffold_745
g22315	916	scaffold_745
g22316	886	scaffold_745
g22317	927	scaffold_745
g22318	517	scaffold_2139
g22319	101	scaffold_30
g22320	1503	scaffold_30
g22321	1505	scaffold_30
g22322	608	scaffold_30
g22323	778	scaffold_30
g22324	2131	scaffold_30
g22325	431	scaffold_30
g22326	4245	scaffold_30
g22327	1820	scaffold_30
g22328	3269	scaffold_30
g22329	520	scaffold_30
g22330	1169	scaffold_30
g22331	3160	scaffold_30
g22332	1856	scaffold_30
g22333	472	scaffold_30
g22334	2026	scaffold_30
g22335	1039	scaffold_30
g22336	1063	scaffold_30
g22337	1020	scaffold_30
g22338	1418	scaffold_30
g22339	547	scaffold_30
g22340	425	scaffold_30
g22341	866	scaffold_30
g22342	1416	scaffold_30
g22343	2435	scaffold_30
g22344	905	scaffold_30
g22345	1394	scaffold_30
g22346	1763	scaffold_30
g22347	968	scaffold_30
g22348	730	scaffold_30
g22349	341	scaffold_30
g22350	701	scaffold_30
g22351	1604	scaffold_30
g22352	324	scaffold_30
g22353	2214	scaffold_30
g22354	2528	scaffold_30
g22355	607	scaffold_30
g22356	2326	scaffold_30
g22357	509	scaffold_30
g22358	746	scaffold_30
g22359	546	scaffold_30
g22360	765	scaffold_30
g22361	960	scaffold_30
g22362	530	scaffold_30
g22363	612	scaffold_30
g22364	960	scaffold_30
g22365	13182	scaffold_30
g22366	2309	scaffold_30
g22367	817	scaffold_30
g22368	1045	scaffold_30
g22369	606	scaffold_30
g22370	239	scaffold_30
g22371	637	scaffold_30
g22372	434	scaffold_30
g22373	413	scaffold_30
g22374	3103	scaffold_30
g22375	217	scaffold_30
g22376	339	scaffold_30
g22377	863	scaffold_30
g22378	598	scaffold_30
g22379	623	scaffold_30
g22380	1138	scaffold_30
g22381	5495	scaffold_30
g22382	2923	scaffold_30
g22383	2927	scaffold_30
g22384	2933	scaffold_30
g22385	2953	scaffold_30
g22386	2836	scaffold_30
g22387	3349	scaffold_30
g22388	5383	scaffold_30
g22389	1404	scaffold_30
g22390	208	scaffold_30
g22391	1733	scaffold_30
g22392	1499	scaffold_30
g22393	1648	scaffold_30
g22394	326	scaffold_30
g22395	478	scaffold_30
g22396	392	scaffold_109
g22397	392	scaffold_109
g22398	1013	scaffold_109
g22399	406	scaffold_109
g22400	420	scaffold_109
g22401	2705	scaffold_109
g22402	609	scaffold_109
g22403	1122	scaffold_109
g22404	794	scaffold_109
g22405	1809	scaffold_109
g22406	329	scaffold_109
g22407	230	scaffold_109
g22408	370	scaffold_109
g22409	251	scaffold_109
g22410	317	scaffold_109
g22411	260	scaffold_109
g22412	568	scaffold_109
g22413	389	scaffold_109
g22414	378	scaffold_109
g22415	352	scaffold_109
g22416	1041	scaffold_109
g22417	1237	scaffold_109
g22418	861	scaffold_109
g22419	2924	scaffold_109
g22420	271	scaffold_109
g22421	3670	scaffold_109
g22422	1082	scaffold_109
g22423	1929	scaffold_109
g22424	266	scaffold_109
g22425	415	scaffold_109
g22426	2307	scaffold_109
g22427	764	scaffold_109
g22428	759	scaffold_109
g22429	638	scaffold_109
g22430	533	scaffold_109
g22431	331	scaffold_109
g22432	1209	scaffold_109
g22433	349	scaffold_109
g22434	2062	scaffold_109
g22435	1158	scaffold_109
g22436	698	scaffold_109
g22437	456	scaffold_109
g22438	644	scaffold_109
g22439	679	scaffold_109
g22440	702	scaffold_109
g22441	1417	scaffold_109
g22442	338	scaffold_109
g22443	381	scaffold_109
g22444	3054	scaffold_109
g22445	1954	scaffold_109
g22446	792	scaffold_109
g22447	4130	scaffold_109
g22448	1577	scaffold_109
g22449	968	scaffold_109
g22450	7378	scaffold_109
g22451	344	scaffold_109
g22452	577	scaffold_109
g22453	2453	scaffold_109
g22454	1870	scaffold_109
g22455	1493	scaffold_109
g22456	824	scaffold_109
g22457	3263	scaffold_109
g22458	1592	scaffold_109
g22459	434	scaffold_109
g22460	433	scaffold_109
g22461	568	scaffold_109
g22462	1184	scaffold_109
g22463	790	scaffold_109
g22464	448	scaffold_109
g22465	962	scaffold_109
g22466	1118	scaffold_109
g22467	2078	scaffold_960
g22468	1331	scaffold_228
g22469	4243	scaffold_228
g22470	445	scaffold_228
g22471	266	scaffold_228
g22472	984	scaffold_228
g22473	835	scaffold_228
g22474	909	scaffold_228
g22475	1223	scaffold_228
g22476	1060	scaffold_228
g22477	1402	scaffold_228
g22478	3546	scaffold_228
g22479	775	scaffold_228
g22480	1242	scaffold_228
g22481	1537	scaffold_228
g22482	1312	scaffold_228
g22483	1046	scaffold_228
g22484	2755	scaffold_228
g22485	4133	scaffold_228
g22486	520	scaffold_228
g22487	416	scaffold_228
g22488	1634	scaffold_228
g22489	341	scaffold_228
g22490	3249	scaffold_228
g22491	589	scaffold_228
g22492	971	scaffold_228
g22493	891	scaffold_228
g22494	1210	scaffold_228
g22495	332	scaffold_228
g22496	341	scaffold_228
g22497	334	scaffold_228
g22498	904	scaffold_228
g22499	1277	scaffold_228
g22500	315	scaffold_228
g22501	3683	scaffold_228
g22502	861	scaffold_228
g22503	875	scaffold_228
g22504	850	scaffold_228
g22505	896	scaffold_228
g22506	800	scaffold_228
g22507	833	scaffold_228
g22508	839	scaffold_228
g22509	1019	scaffold_228
g22510	568	scaffold_228
g22511	598	scaffold_527
g22512	4746	scaffold_527
g22513	1392	scaffold_527
g22514	2286	scaffold_527
g22515	1826	scaffold_527
g22516	552	scaffold_527
g22517	267	scaffold_527
g22518	3589	scaffold_527
g22519	875	scaffold_527
g22520	1229	scaffold_527
g22521	2685	scaffold_527
g22522	1721	scaffold_527
g22523	3526	scaffold_527
g22524	875	scaffold_1248
g22525	1307	scaffold_551
g22526	1411	scaffold_551
g22527	1580	scaffold_551
g22528	686	scaffold_551
g22529	2465	scaffold_551
g22530	1732	scaffold_551
g22531	2982	scaffold_551
g22532	400	scaffold_551
g22533	845	scaffold_551
g22534	1038	scaffold_551
g22535	653	scaffold_551
g22536	226	scaffold_739
g22537	1390	scaffold_587
g22538	419	scaffold_587
g22539	300	scaffold_587
g22540	432	scaffold_587
g22541	325	scaffold_587
g22542	636	scaffold_587
g22543	1389	scaffold_587
g22544	1421	scaffold_587
g22545	1159	scaffold_587
g22546	1151	scaffold_587
g22547	2984	scaffold_587
g22548	617	scaffold_587
g22549	677	scaffold_587
g22550	5258	scaffold_587
g22551	599	scaffold_587
g22552	1027	scaffold_587
g22553	891	scaffold_6
g22554	2302	scaffold_6
g22555	256	scaffold_6
g22556	306	scaffold_6
g22557	1925	scaffold_6
g22558	212	scaffold_6
g22559	966	scaffold_6
g22560	1028	scaffold_6
g22561	342	scaffold_6
g22562	851	scaffold_6
g22563	1508	scaffold_6
g22564	305	scaffold_6
g22565	2470	scaffold_6
g22566	5421	scaffold_6
g22567	729	scaffold_6
g22568	782	scaffold_6
g22569	280	scaffold_6
g22570	552	scaffold_6
g22571	3051	scaffold_6
g22572	1550	scaffold_6
g22573	733	scaffold_6
g22574	211	scaffold_6
g22575	1653	scaffold_6
g22576	3240	scaffold_6
g22577	257	scaffold_6
g22578	374	scaffold_6
g22579	2197	scaffold_6
g22580	419	scaffold_6
g22581	482	scaffold_6
g22582	799	scaffold_6
g22583	692	scaffold_6
g22584	368	scaffold_6
g22585	359	scaffold_6
g22586	757	scaffold_6
g22587	743	scaffold_6
g22588	360	scaffold_6
g22589	461	scaffold_6
g22590	312	scaffold_6
g22591	4255	scaffold_6
g22592	624	scaffold_6
g22593	478	scaffold_6
g22594	592	scaffold_6
g22595	1660	scaffold_6
g22596	863	scaffold_6
g22597	4023	scaffold_6
g22598	253	scaffold_6
g22599	2419	scaffold_6
g22600	356	scaffold_6
g22601	206	scaffold_6
g22602	544	scaffold_6
g22603	1916	scaffold_6
g22604	532	scaffold_6
g22605	998	scaffold_6
g22606	1382	scaffold_6
g22607	1454	scaffold_6
g22608	1538	scaffold_6
g22609	1550	scaffold_6
g22610	942	scaffold_6
g22611	836	scaffold_6
g22612	1529	scaffold_6
g22613	839	scaffold_6
g22614	1693	scaffold_6
g22615	1770	scaffold_6
g22616	1373	scaffold_6
g22617	1559	scaffold_6
g22618	767	scaffold_6
g22619	824	scaffold_6
g22620	862	scaffold_6
g22621	821	scaffold_6
g22622	830	scaffold_6
g22623	278	scaffold_6
g22624	848	scaffold_6
g22625	821	scaffold_6
g22626	887	scaffold_6
g22627	851	scaffold_6
g22628	827	scaffold_6
g22629	842	scaffold_6
g22630	881	scaffold_6
